date,P,ETpot
20360101,0.08,0.23
20360102,2.90,0.15
20360103,0.79,0.12
20360104,0.04,0.19
20360105,0.14,0.22
20360106,0.03,0.13
20360107,0.01,0.22
20360108,0.00,0.33
20360109,2.48,0.16
20360110,0.34,0.18
20360111,0.01,0.32
20360112,0.02,0.17
20360113,0.01,0.27
20360114,0.05,0.22
20360115,0.00,0.39
20360116,0.02,0.20
20360117,2.58,0.18
20360118,5.40,0.24
20360119,22.07,0.09
20360120,3.72,0.20
20360121,10.01,0.13
20360122,3.31,0.38
20360123,3.83,0.23
20360124,0.00,0.44
20360125,0.00,0.45
20360126,0.01,0.42
20360127,0.41,0.28
20360128,0.10,0.32
20360129,0.02,0.40
20360130,8.98,0.11
20360131,1.48,0.20
20360201,0.14,0.19
20360202,1.53,0.21
20360203,0.02,0.26
20360204,0.11,0.38
20360205,0.33,0.24
20360206,0.47,0.33
20360207,1.92,0.36
20360208,0.00,0.80
20360209,0.00,0.91
20360210,0.00,0.81
20360211,0.00,0.80
20360212,3.00,0.21
20360213,0.00,0.61
20360214,0.00,0.57
20360215,4.36,0.19
20360216,0.08,0.45
20360217,0.00,0.81
20360218,0.00,0.75
20360219,6.72,0.77
20360220,9.27,0.30
20360221,0.44,0.79
20360222,0.00,0.66
20360223,0.01,0.51
20360224,0.00,1.12
20360225,1.47,0.63
20360226,0.73,0.43
20360227,8.05,0.23
20360228,2.91,0.52
20360229,0.01,1.50
20360301,0.18,0.58
20360302,2.43,0.98
20360303,11.27,0.41
20360304,0.20,0.60
20360305,4.19,1.09
20360306,5.85,0.39
20360307,0.65,0.62
20360308,1.52,0.74
20360309,6.92,0.37
20360310,1.15,0.34
20360311,0.14,0.94
20360312,2.14,1.17
20360313,0.00,0.79
20360314,0.43,1.87
20360315,2.95,1.04
20360316,2.07,1.16
20360317,0.00,1.91
20360318,4.61,0.98
20360319,3.33,1.31
20360320,0.52,0.92
20360321,5.75,0.75
20360322,0.09,0.93
20360323,0.05,1.87
20360324,1.45,1.68
20360325,0.00,1.53
20360326,0.00,1.69
20360327,0.00,2.70
20360328,0.00,2.02
20360329,0.01,2.75
20360330,1.82,0.88
20360331,0.09,1.73
20360401,0.00,3.24
20360402,0.89,2.42
20360403,0.00,1.40
20360404,0.01,1.81
20360405,0.00,2.78
20360406,0.00,3.03
20360407,0.00,3.27
20360408,0.00,3.37
20360409,0.00,2.71
20360410,0.00,3.39
20360411,0.00,3.42
20360412,0.00,3.50
20360413,0.00,3.20
20360414,0.00,3.47
20360415,0.00,3.09
20360416,0.00,3.20
20360417,0.00,3.22
20360418,0.00,2.32
20360419,0.00,3.57
20360420,4.00,1.20
20360421,0.09,1.19
20360422,0.01,1.23
20360423,0.00,2.66
20360424,0.00,2.50
20360425,0.13,1.60
20360426,0.01,1.86
20360427,0.00,3.59
20360428,18.66,0.58
20360429,3.87,0.82
20360430,0.90,1.26
20360501,7.52,1.71
20360502,0.01,2.22
20360503,0.00,3.72
20360504,0.01,2.12
20360505,0.00,2.95
20360506,0.03,2.68
20360507,0.00,3.22
20360508,0.00,3.76
20360509,0.00,3.20
20360510,0.00,4.33
20360511,0.00,4.29
20360512,0.00,4.18
20360513,0.45,2.37
20360514,1.28,1.51
20360515,0.30,1.61
20360516,2.66,2.61
20360517,0.00,3.33
20360518,0.00,4.57
20360519,0.00,4.82
20360520,0.00,4.71
20360521,0.02,2.95
20360522,2.75,1.54
20360523,0.20,1.38
20360524,0.00,4.83
20360525,0.00,5.06
20360526,0.00,4.91
20360527,0.01,4.38
20360528,0.00,2.31
20360529,0.00,4.12
20360530,0.00,4.86
20360531,8.13,1.01
20360601,0.51,2.33
20360602,0.00,4.85
20360603,7.40,1.32
20360604,0.20,2.09
20360605,5.20,2.53
20360606,0.10,2.64
20360607,0.00,3.70
20360608,0.00,3.68
20360609,0.00,3.54
20360610,0.00,4.92
20360611,0.00,4.85
20360612,0.00,5.10
20360613,0.00,4.35
20360614,0.05,5.31
20360615,0.01,2.89
20360616,0.00,5.17
20360617,0.00,4.65
20360618,0.00,5.24
20360619,0.00,5.52
20360620,0.00,3.53
20360621,10.55,1.80
20360622,4.43,4.45
20360623,0.76,4.96
20360624,13.58,3.05
20360625,10.55,1.71
20360626,8.87,2.15
20360627,23.29,3.16
20360628,6.26,4.06
20360629,0.00,4.76
20360630,0.46,4.85
20360701,0.14,3.11
20360702,0.00,4.57
20360703,0.02,3.64
20360704,0.00,5.80
20360705,2.59,3.13
20360706,10.21,3.23
20360707,1.56,2.88
20360708,1.04,2.33
20360709,0.00,3.25
20360710,0.65,1.87
20360711,9.24,2.54
20360712,2.22,2.60
20360713,0.86,2.58
20360714,1.90,2.30
20360715,0.03,3.37
20360716,0.00,3.33
20360717,0.00,5.06
20360718,0.02,4.01
20360719,0.01,3.02
20360720,0.00,3.06
20360721,0.00,5.08
20360722,0.39,2.35
20360723,4.32,2.03
20360724,9.24,3.27
20360725,4.06,2.05
20360726,7.36,2.64
20360727,3.07,2.02
20360728,0.90,2.26
20360729,6.45,1.24
20360730,1.77,1.65
20360731,3.75,1.01
20360801,0.49,3.34
20360802,0.00,4.05
20360803,0.12,3.50
20360804,0.03,3.66
20360805,0.78,2.38
20360806,0.85,2.36
20360807,0.10,1.91
20360808,1.49,1.04
20360809,1.53,1.88
20360810,0.56,1.35
20360811,0.03,3.58
20360812,0.10,3.74
20360813,2.69,4.23
20360814,1.18,4.73
20360815,4.62,3.92
20360816,0.02,3.67
20360817,0.19,3.17
20360818,0.00,3.84
20360819,0.00,4.18
20360820,1.13,4.19
20360821,0.00,3.56
20360822,0.01,3.81
20360823,0.01,3.58
20360824,0.08,4.04
20360825,0.81,1.07
20360826,0.00,2.85
20360827,0.44,2.15
20360828,1.15,1.60
20360829,0.00,3.48
20360830,0.00,3.92
20360831,0.18,2.11
20360901,6.78,2.37
20360902,0.58,2.14
20360903,4.84,0.86
20360904,1.42,1.84
20360905,3.14,1.80
20360906,8.62,0.52
20360907,1.24,1.02
20360908,3.51,1.32
20360909,10.81,2.04
20360910,3.87,1.90
20360911,1.69,0.65
20360912,0.05,1.29
20360913,0.01,2.00
20360914,0.01,2.01
20360915,0.00,2.58
20360916,22.96,1.85
20360917,7.05,1.55
20360918,2.68,0.55
20360919,7.61,1.77
20360920,2.33,1.39
20360921,3.66,0.52
20360922,0.56,1.21
20360923,0.03,1.41
20360924,0.08,1.29
20360925,0.45,1.59
20360926,1.62,1.02
20360927,22.63,0.80
20360928,5.77,0.79
20360929,17.39,0.76
20360930,7.29,1.47
20361001,0.00,2.24
20361002,5.12,0.63
20361003,0.02,1.58
20361004,0.00,1.84
20361005,0.00,1.95
20361006,0.00,1.60
20361007,0.13,0.69
20361008,13.97,1.58
20361009,3.81,0.38
20361010,0.21,0.85
20361011,1.06,1.81
20361012,0.00,1.54
20361013,0.01,1.78
20361014,0.00,1.72
20361015,0.02,1.24
20361016,0.07,1.49
20361017,3.57,0.95
20361018,0.02,1.10
20361019,0.03,0.91
20361020,0.05,1.02
20361021,5.24,0.34
20361022,0.00,1.19
20361023,0.03,0.76
20361024,0.12,0.60
20361025,1.02,0.40
20361026,0.27,0.74
20361027,0.66,0.57
20361028,0.73,0.42
20361029,1.06,0.40
20361030,0.00,0.51
20361031,0.00,1.02
20361101,0.12,1.08
20361102,0.03,0.72
20361103,0.97,0.28
20361104,11.57,0.18
20361105,8.86,0.20
20361106,0.00,0.75
20361107,0.59,0.54
20361108,0.18,0.61
20361109,0.00,0.67
20361110,0.00,0.74
20361111,0.03,0.41
20361112,1.65,0.27
20361113,2.59,0.65
20361114,3.80,0.15
20361115,0.00,0.54
20361116,0.00,0.66
20361117,0.13,0.27
20361118,0.01,0.33
20361119,2.88,0.27
20361120,0.67,0.17
20361121,1.07,0.43
20361122,0.43,0.25
20361123,0.24,0.18
20361124,0.17,0.18
20361125,0.01,0.37
20361126,11.75,0.11
20361127,12.39,0.20
20361128,5.08,0.19
20361129,10.71,0.13
20361130,0.09,0.42
20361201,4.00,0.12
20361202,0.45,0.35
20361203,3.87,0.24
20361204,0.16,0.51
20361205,0.39,0.15
20361206,20.93,0.15
20361207,14.99,0.17
20361208,0.35,0.34
20361209,1.11,0.15
20361210,0.23,0.23
20361211,12.92,0.12
20361212,4.02,0.29
20361213,6.66,0.28
20361214,6.13,0.10
20361215,0.10,0.23
20361216,0.10,0.27
20361217,5.63,0.11
20361218,6.82,0.39
20361219,0.51,0.26
20361220,0.00,0.32
20361221,0.00,0.37
20361222,4.73,0.15
20361223,2.31,0.13
20361224,5.64,0.14
20361225,1.05,0.23
20361226,4.94,0.16
20361227,2.67,0.22
20361228,15.59,0.14
20361229,0.09,0.26
20361230,3.23,0.31
20361231,2.56,0.16
20370101,8.30,0.11
20370102,1.90,0.10
20370103,0.89,0.14
20370104,0.24,0.28
20370105,0.09,0.19
20370106,0.05,0.28
20370107,2.34,0.29
20370108,0.00,0.27
20370109,6.11,0.14
20370110,17.60,0.12
20370111,3.34,0.14
20370112,3.25,0.24
20370113,3.76,0.24
20370114,15.59,0.12
20370115,18.36,0.06
20370116,2.07,0.16
20370117,0.46,0.21
20370118,0.01,0.35
20370119,0.21,0.23
20370120,0.96,0.18
20370121,0.10,0.22
20370122,0.00,0.67
20370123,0.11,0.71
20370124,0.01,0.60
20370125,0.00,0.69
20370126,0.25,0.19
20370127,0.00,0.77
20370128,0.00,0.81
20370129,0.00,0.80
20370130,0.00,0.78
20370131,0.00,0.66
20370201,0.00,0.36
20370202,0.00,0.65
20370203,0.00,0.64
20370204,0.00,0.67
20370205,10.86,0.17
20370206,1.39,0.13
20370207,0.00,0.73
20370208,0.00,0.53
20370209,0.00,0.77
20370210,2.08,0.33
20370211,5.07,0.30
20370212,5.27,0.29
20370213,12.98,0.30
20370214,0.18,0.54
20370215,17.62,0.22
20370216,0.04,0.77
20370217,1.08,0.65
20370218,4.68,0.79
20370219,7.25,0.64
20370220,0.32,0.51
20370221,0.00,0.49
20370222,0.00,1.28
20370223,0.00,1.02
20370224,0.00,1.51
20370225,0.00,1.41
20370226,0.00,1.44
20370227,0.00,1.42
20370228,0.00,1.35
20370301,0.03,0.58
20370302,0.24,0.28
20370303,0.09,0.38
20370304,0.19,0.62
20370305,5.61,0.40
20370306,0.02,1.06
20370307,0.00,1.40
20370308,0.00,1.81
20370309,12.14,0.52
20370310,0.22,0.64
20370311,2.96,0.88
20370312,3.50,0.98
20370313,0.00,1.27
20370314,1.19,0.54
20370315,0.00,1.38
20370316,0.00,2.09
20370317,0.00,2.28
20370318,2.42,1.88
20370319,0.00,1.63
20370320,0.27,0.88
20370321,0.01,1.41
20370322,0.02,1.44
20370323,0.00,2.49
20370324,0.00,2.60
20370325,0.00,2.39
20370326,0.00,2.26
20370327,0.00,2.30
20370328,0.03,0.56
20370329,0.08,0.59
20370330,0.05,1.48
20370331,0.01,1.48
20370401,3.15,1.20
20370402,7.58,0.55
20370403,0.00,2.25
20370404,16.51,0.83
20370405,7.29,1.05
20370406,2.41,1.17
20370407,1.21,1.13
20370408,11.30,0.71
20370409,5.09,1.64
20370410,0.00,1.77
20370411,0.36,2.05
20370412,0.29,1.65
20370413,0.00,2.19
20370414,0.00,1.57
20370415,0.00,3.19
20370416,0.12,0.76
20370417,0.00,1.07
20370418,0.19,1.12
20370419,0.50,1.07
20370420,0.00,3.28
20370421,0.00,2.16
20370422,0.00,2.18
20370423,0.05,3.33
20370424,0.04,2.94
20370425,0.13,1.32
20370426,0.09,1.27
20370427,0.00,3.86
20370428,0.00,4.33
20370429,0.00,4.49
20370430,0.00,4.22
20370501,0.00,4.28
20370502,0.00,3.97
20370503,0.00,3.20
20370504,0.00,3.64
20370505,0.00,4.21
20370506,7.82,1.83
20370507,6.39,2.69
20370508,0.20,2.87
20370509,1.16,4.22
20370510,10.04,3.14
20370511,0.00,2.79
20370512,0.03,2.55
20370513,2.13,3.87
20370514,0.04,2.69
20370515,0.00,4.33
20370516,0.01,2.86
20370517,0.00,3.00
20370518,0.00,4.19
20370519,0.29,1.41
20370520,8.31,1.56
20370521,12.14,2.46
20370522,0.22,1.75
20370523,8.01,2.23
20370524,4.03,3.27
20370525,1.56,2.13
20370526,0.09,2.08
20370527,0.06,2.61
20370528,0.72,4.01
20370529,0.00,3.07
20370530,0.00,5.45
20370531,8.98,4.44
20370601,0.13,3.04
20370602,5.72,2.22
20370603,4.13,1.90
20370604,0.23,2.88
20370605,0.13,3.19
20370606,0.15,2.73
20370607,13.48,2.56
20370608,0.01,3.17
20370609,0.00,3.60
20370610,0.00,5.17
20370611,0.35,5.35
20370612,0.23,5.14
20370613,0.00,4.32
20370614,0.05,2.94
20370615,0.00,4.18
20370616,0.00,5.42
20370617,0.00,3.97
20370618,0.00,4.94
20370619,0.16,4.79
20370620,0.74,3.59
20370621,12.95,1.42
20370622,10.60,2.44
20370623,5.35,1.45
20370624,2.83,2.64
20370625,2.72,3.02
20370626,0.65,1.44
20370627,0.36,2.10
20370628,0.02,1.96
20370629,0.00,4.55
20370630,0.00,5.53
20370701,0.00,5.74
20370702,0.00,5.48
20370703,0.00,4.78
20370704,0.00,5.53
20370705,0.00,5.42
20370706,0.00,4.66
20370707,0.00,4.41
20370708,0.00,4.01
20370709,0.01,4.83
20370710,0.00,4.95
20370711,0.00,4.99
20370712,0.00,3.40
20370713,57.65,1.02
20370714,0.01,4.10
20370715,3.33,3.31
20370716,0.04,2.99
20370717,0.54,2.90
20370718,1.09,2.02
20370719,11.49,0.84
20370720,5.47,2.02
20370721,6.02,1.33
20370722,5.33,1.99
20370723,0.00,4.78
20370724,0.00,4.13
20370725,0.00,4.83
20370726,0.01,3.79
20370727,14.63,3.37
20370728,1.08,2.71
20370729,0.09,2.74
20370730,0.10,2.56
20370731,0.06,2.67
20370801,0.00,3.17
20370802,0.00,4.80
20370803,0.00,4.87
20370804,0.00,5.04
20370805,0.00,5.08
20370806,0.00,3.83
20370807,0.57,2.61
20370808,10.50,2.74
20370809,0.00,4.62
20370810,0.00,4.77
20370811,1.25,4.49
20370812,1.12,2.06
20370813,0.00,2.02
20370814,0.00,4.10
20370815,0.09,3.16
20370816,0.79,2.05
20370817,0.01,3.14
20370818,0.11,2.16
20370819,0.00,3.03
20370820,0.00,3.49
20370821,0.00,3.94
20370822,0.45,4.04
20370823,11.57,1.56
20370824,0.25,2.48
20370825,0.00,2.59
20370826,0.00,3.88
20370827,10.93,2.68
20370828,45.26,0.82
20370829,49.38,0.48
20370830,0.01,3.54
20370831,0.23,2.25
20370901,0.73,2.52
20370902,12.35,2.00
20370903,0.45,1.77
20370904,4.99,1.60
20370905,0.95,1.76
20370906,0.39,1.76
20370907,0.01,2.74
20370908,0.00,2.71
20370909,2.50,1.40
20370910,0.67,2.04
20370911,5.18,2.14
20370912,0.01,2.15
20370913,0.00,2.94
20370914,0.01,2.47
20370915,0.00,2.46
20370916,26.00,0.55
20370917,1.63,1.81
20370918,1.19,2.14
20370919,25.80,0.51
20370920,0.11,1.63
20370921,0.07,1.80
20370922,0.00,2.46
20370923,0.01,2.35
20370924,4.63,0.71
20370925,3.85,0.82
20370926,1.32,0.66
20370927,0.20,1.34
20370928,1.56,0.92
20370929,0.86,0.67
20370930,0.08,0.83
20371001,0.37,1.08
20371002,0.15,1.30
20371003,3.61,1.16
20371004,0.00,1.44
20371005,0.00,1.85
20371006,0.00,1.82
20371007,0.00,1.89
20371008,10.39,1.75
20371009,3.26,1.57
20371010,0.05,0.85
20371011,0.57,0.76
20371012,0.08,1.12
20371013,0.00,1.74
20371014,0.00,1.69
20371015,0.00,1.47
20371016,0.00,1.12
20371017,1.11,1.01
20371018,2.11,0.86
20371019,3.40,0.95
20371020,7.52,0.27
20371021,1.17,0.37
20371022,0.24,1.19
20371023,0.00,1.25
20371024,0.05,1.08
20371025,0.88,0.28
20371026,4.21,0.57
20371027,5.56,0.47
20371028,1.30,0.56
20371029,5.56,0.36
20371030,2.86,0.25
20371031,0.34,0.32
20371101,0.04,0.62
20371102,0.02,0.39
20371103,1.85,1.06
20371104,1.23,0.62
20371105,2.45,0.75
20371106,0.00,0.69
20371107,0.41,0.63
20371108,1.96,0.29
20371109,0.03,0.55
20371110,0.00,0.62
20371111,0.00,0.77
20371112,0.00,0.73
20371113,0.00,0.70
20371114,0.00,0.67
20371115,0.03,0.44
20371116,0.00,0.63
20371117,0.93,0.12
20371118,0.25,0.47
20371119,1.24,0.41
20371120,3.95,0.26
20371121,0.31,0.26
20371122,0.14,0.20
20371123,5.21,0.17
20371124,0.39,0.51
20371125,1.03,0.69
20371126,6.62,0.13
20371127,10.13,0.10
20371128,2.96,0.27
20371129,0.13,0.36
20371130,0.00,0.47
20371201,0.00,0.43
20371202,0.00,0.44
20371203,0.00,0.43
20371204,0.00,0.42
20371205,0.05,0.20
20371206,12.81,0.08
20371207,18.40,0.08
20371208,17.48,0.23
20371209,0.52,0.19
20371210,1.13,0.21
20371211,0.02,0.39
20371212,5.39,0.30
20371213,7.22,0.14
20371214,6.59,0.21
20371215,7.96,0.26
20371216,7.37,0.18
20371217,1.23,0.18
20371218,4.40,0.15
20371219,5.84,0.30
20371220,1.18,0.37
20371221,1.18,0.33
20371222,6.81,0.15
20371223,0.28,0.18
20371224,2.12,0.09
20371225,5.46,0.11
20371226,0.42,0.16
20371227,0.00,0.40
20371228,1.08,0.15
20371229,5.89,0.09
20371230,0.86,0.33
20371231,0.07,0.33
20380101,9.91,0.16
20380102,6.55,0.28
20380103,0.00,0.48
20380104,0.61,0.12
20380105,0.12,0.18
20380106,0.59,0.27
20380107,0.04,0.28
20380108,2.82,0.33
20380109,0.71,0.27
20380110,2.50,0.36
20380111,0.01,0.36
20380112,3.06,0.19
20380113,6.37,0.21
20380114,2.23,0.35
20380115,0.02,0.18
20380116,0.72,0.28
20380117,0.07,0.18
20380118,0.03,0.22
20380119,0.29,0.11
20380120,0.04,0.30
20380121,0.02,0.27
20380122,0.00,0.22
20380123,0.03,0.33
20380124,0.00,0.27
20380125,0.03,0.58
20380126,9.59,0.13
20380127,3.83,0.37
20380128,3.07,0.28
20380129,3.85,0.35
20380130,12.36,0.19
20380131,0.00,0.29
20380201,0.00,0.57
20380202,1.15,0.27
20380203,0.24,0.25
20380204,20.99,0.22
20380205,2.96,0.33
20380206,7.04,0.41
20380207,9.61,0.24
20380208,0.00,0.42
20380209,0.00,0.79
20380210,0.00,0.82
20380211,0.00,0.96
20380212,0.00,0.35
20380213,0.00,0.93
20380214,1.49,0.24
20380215,1.52,0.59
20380216,13.29,0.41
20380217,8.23,0.46
20380218,9.68,0.25
20380219,5.17,0.52
20380220,4.08,0.25
20380221,14.92,0.30
20380222,1.98,0.36
20380223,2.40,0.74
20380224,2.71,0.27
20380225,4.66,0.32
20380226,1.14,0.28
20380227,0.02,0.79
20380228,3.42,0.43
20380301,4.21,0.28
20380302,0.15,0.53
20380303,1.81,0.94
20380304,13.55,0.27
20380305,2.89,0.90
20380306,6.48,0.72
20380307,6.45,0.92
20380308,0.79,0.98
20380309,2.52,0.75
20380310,0.00,1.65
20380311,2.82,0.38
20380312,0.58,0.69
20380313,8.18,0.87
20380314,6.47,0.36
20380315,0.01,0.74
20380316,4.46,0.33
20380317,2.94,1.16
20380318,11.81,0.55
20380319,4.55,0.59
20380320,2.96,0.84
20380321,3.34,0.53
20380322,0.03,1.25
20380323,3.10,1.13
20380324,1.25,0.81
20380325,0.04,0.99
20380326,0.00,1.78
20380327,0.41,1.06
20380328,1.24,0.33
20380329,0.00,2.41
20380330,0.02,1.68
20380331,0.00,1.88
20380401,0.00,1.86
20380402,0.00,2.47
20380403,0.00,3.04
20380404,1.61,3.23
20380405,0.13,2.14
20380406,0.08,1.44
20380407,3.42,1.16
20380408,0.22,1.80
20380409,0.00,2.14
20380410,0.00,1.99
20380411,0.00,1.53
20380412,0.00,2.49
20380413,2.14,1.56
20380414,1.73,0.91
20380415,2.23,2.20
20380416,1.36,1.04
20380417,0.03,1.98
20380418,0.00,2.20
20380419,0.07,1.08
20380420,0.00,1.31
20380421,0.00,2.35
20380422,0.00,3.41
20380423,0.02,2.33
20380424,0.35,1.58
20380425,2.85,0.69
20380426,0.00,2.35
20380427,0.09,2.71
20380428,0.00,2.62
20380429,0.00,2.45
20380430,0.00,1.62
20380501,3.11,0.76
20380502,0.00,3.73
20380503,0.00,4.16
20380504,0.05,1.39
20380505,4.30,3.21
20380506,0.55,2.37
20380507,7.59,2.63
20380508,7.58,2.10
20380509,0.01,2.09
20380510,0.00,2.76
20380511,1.19,3.50
20380512,5.21,1.35
20380513,0.51,1.16
20380514,2.30,1.25
20380515,1.39,2.51
20380516,0.16,2.34
20380517,15.14,2.24
20380518,0.30,1.87
20380519,0.14,2.61
20380520,0.23,2.71
20380521,0.00,3.21
20380522,3.29,4.01
20380523,4.26,3.33
20380524,13.29,1.07
20380525,8.92,2.88
20380526,0.46,2.50
20380527,0.10,2.05
20380528,7.70,1.26
20380529,0.34,1.42
20380530,0.07,2.86
20380531,13.90,1.60
20380601,2.23,2.86
20380602,4.24,1.58
20380603,9.49,2.34
20380604,0.43,1.79
20380605,0.27,2.55
20380606,5.20,3.31
20380607,0.00,4.66
20380608,0.00,5.13
20380609,0.02,3.81
20380610,0.00,5.12
20380611,0.00,4.46
20380612,0.00,5.06
20380613,0.00,4.72
20380614,0.00,5.18
20380615,0.00,5.39
20380616,0.00,5.46
20380617,0.00,5.79
20380618,0.51,4.91
20380619,6.75,5.09
20380620,2.52,5.15
20380621,3.73,1.98
20380622,0.18,2.32
20380623,0.46,1.83
20380624,1.30,1.69
20380625,0.94,3.69
20380626,0.01,2.43
20380627,0.51,4.13
20380628,4.56,1.10
20380629,0.87,1.88
20380630,0.00,3.86
20380701,0.82,4.03
20380702,0.11,2.52
20380703,8.61,2.88
20380704,10.96,1.41
20380705,1.91,2.43
20380706,12.55,1.12
20380707,8.48,1.41
20380708,8.76,1.75
20380709,0.93,1.65
20380710,0.04,4.29
20380711,0.00,5.18
20380712,0.00,4.68
20380713,0.00,5.18
20380714,0.00,4.44
20380715,0.00,3.43
20380716,0.00,2.97
20380717,0.00,4.96
20380718,1.11,5.21
20380719,0.15,2.55
20380720,0.00,3.32
20380721,0.11,2.52
20380722,0.00,5.00
20380723,0.02,4.53
20380724,14.83,2.71
20380725,0.05,2.40
20380726,0.02,2.56
20380727,0.44,1.53
20380728,11.55,2.05
20380729,11.11,2.07
20380730,1.07,2.08
20380731,0.82,1.51
20380801,3.56,0.63
20380802,0.16,3.47
20380803,2.62,4.94
20380804,6.46,1.94
20380805,11.43,2.45
20380806,4.71,3.36
20380807,0.01,3.21
20380808,1.28,2.12
20380809,0.08,3.02
20380810,0.00,3.60
20380811,9.01,3.67
20380812,1.60,1.64
20380813,0.78,2.12
20380814,1.20,1.51
20380815,0.24,1.99
20380816,0.78,1.24
20380817,33.66,0.71
20380818,19.05,2.19
20380819,13.98,2.58
20380820,1.78,1.90
20380821,0.11,3.48
20380822,0.13,3.93
20380823,0.00,4.13
20380824,0.00,4.20
20380825,0.00,4.14
20380826,0.04,4.27
20380827,0.09,4.33
20380828,0.52,4.15
20380829,0.15,4.09
20380830,0.35,3.83
20380831,21.12,2.95
20380901,2.21,2.81
20380902,4.94,0.63
20380903,0.92,2.98
20380904,19.57,2.10
20380905,0.95,2.76
20380906,2.53,2.61
20380907,1.84,2.22
20380908,0.00,3.19
20380909,0.13,3.27
20380910,25.05,2.27
20380911,2.42,1.48
20380912,27.49,0.47
20380913,8.62,1.03
20380914,3.16,0.96
20380915,12.80,0.37
20380916,0.09,1.33
20380917,0.01,1.96
20380918,0.01,2.62
20380919,0.00,2.65
20380920,0.00,2.65
20380921,0.00,2.63
20380922,0.01,2.52
20380923,0.26,1.08
20380924,0.01,2.33
20380925,0.00,2.38
20380926,0.00,2.43
20380927,5.60,1.33
20380928,4.57,1.44
20380929,1.69,1.24
20380930,0.00,1.47
20381001,0.00,2.06
20381002,0.00,2.01
20381003,0.00,1.98
20381004,0.00,1.95
20381005,0.00,2.03
20381006,0.00,1.98
20381007,3.03,0.55
20381008,5.58,0.73
20381009,0.02,1.46
20381010,6.87,0.50
20381011,7.43,0.68
20381012,14.04,1.22
20381013,0.01,1.55
20381014,0.01,1.47
20381015,24.75,0.23
20381016,2.83,0.57
20381017,0.88,0.75
20381018,0.00,0.91
20381019,0.00,0.73
20381020,0.00,1.21
20381021,1.28,1.06
20381022,2.16,1.02
20381023,0.00,1.03
20381024,0.00,1.22
20381025,0.01,0.96
20381026,13.55,0.32
20381027,19.89,0.33
20381028,5.69,0.34
20381029,0.33,0.65
20381030,6.59,0.66
20381031,12.86,0.27
20381101,4.34,0.86
20381102,4.01,0.38
20381103,7.62,0.72
20381104,0.69,0.66
20381105,0.00,0.58
20381106,0.00,0.91
20381107,0.82,0.62
20381108,0.47,0.53
20381109,0.31,0.38
20381110,10.29,0.41
20381111,10.59,0.39
20381112,5.83,0.59
20381113,2.30,0.35
20381114,1.11,0.52
20381115,1.17,0.17
20381116,0.21,0.48
20381117,0.00,0.65
20381118,16.25,0.14
20381119,5.17,0.36
20381120,2.44,0.32
20381121,6.51,0.40
20381122,8.67,0.21
20381123,0.59,0.50
20381124,0.01,0.55
20381125,0.00,0.43
20381126,8.74,0.12
20381127,0.42,0.29
20381128,1.83,0.34
20381129,0.65,0.32
20381130,3.29,0.38
20381201,0.02,0.44
20381202,3.86,0.18
20381203,5.74,0.20
20381204,0.02,0.38
20381205,4.37,0.19
20381206,1.88,0.39
20381207,0.09,0.21
20381208,0.00,0.39
20381209,0.00,0.31
20381210,0.02,0.34
20381211,1.47,0.23
20381212,0.46,0.15
20381213,0.23,0.17
20381214,0.01,0.35
20381215,0.46,0.12
20381216,2.99,0.23
20381217,0.32,0.21
20381218,2.88,0.14
20381219,2.83,0.32
20381220,11.79,0.16
20381221,7.60,0.17
20381222,0.00,0.41
20381223,0.40,0.28
20381224,0.60,0.24
20381225,0.10,0.13
20381226,0.00,0.37
20381227,0.00,0.35
20381228,0.00,0.36
20381229,0.00,0.38
20381230,0.01,0.31
20381231,0.00,0.38
20390101,3.01,0.15
20390102,0.00,0.36
20390103,1.92,0.08
20390104,2.88,0.13
20390105,8.73,0.23
20390106,3.22,0.17
20390107,0.24,0.10
20390108,1.95,0.30
20390109,3.26,0.17
20390110,27.20,0.08
20390111,2.38,0.26
20390112,7.07,0.48
20390113,0.15,0.26
20390114,0.95,0.46
20390115,5.94,0.15
20390116,2.68,0.09
20390117,0.13,0.25
20390118,0.00,0.29
20390119,0.00,0.31
20390120,0.02,0.30
20390121,0.62,0.22
20390122,0.17,0.21
20390123,0.04,0.24
20390124,0.00,0.62
20390125,0.00,0.64
20390126,0.01,0.54
20390127,0.02,0.33
20390128,0.01,0.39
20390129,0.00,0.53
20390130,0.10,0.19
20390131,0.13,0.19
20390201,0.04,0.25
20390202,0.07,0.26
20390203,5.93,0.12
20390204,0.40,0.29
20390205,0.59,0.31
20390206,0.00,0.79
20390207,0.00,0.76
20390208,1.27,0.29
20390209,0.01,0.58
20390210,3.30,0.25
20390211,1.91,0.66
20390212,15.21,0.76
20390213,1.29,0.39
20390214,15.08,0.78
20390215,0.00,0.80
20390216,0.00,0.58
20390217,0.00,0.69
20390218,2.57,0.59
20390219,0.17,1.10
20390220,2.50,0.69
20390221,2.32,0.90
20390222,2.99,0.47
20390223,4.01,0.58
20390224,0.00,0.67
20390225,1.03,0.85
20390226,0.39,0.74
20390227,3.19,0.84
20390228,2.31,0.59
20390301,0.00,1.34
20390302,0.00,1.15
20390303,0.00,1.41
20390304,0.00,1.38
20390305,0.00,1.44
20390306,0.39,0.39
20390307,10.45,0.23
20390308,4.41,0.52
20390309,0.00,1.59
20390310,0.00,1.78
