date,P,ETpot
20421010,0.02,1.25
20421011,0.00,1.73
20421012,5.61,1.72
20421013,0.07,1.61
20421014,0.01,1.35
20421015,0.02,1.38
20421016,1.05,1.08
20421017,0.00,1.53
20421018,1.75,0.45
20421019,5.01,0.37
20421020,5.32,0.22
20421021,0.13,0.43
20421022,0.02,1.05
20421023,0.00,1.32
20421024,0.00,1.04
20421025,0.00,1.20
20421026,0.00,1.17
20421027,0.06,0.85
20421028,3.86,0.37
20421029,0.01,0.72
20421030,0.97,1.02
20421031,2.12,0.47
20421101,6.13,0.24
20421102,0.00,0.97
20421103,0.00,0.94
20421104,0.00,0.90
20421105,0.06,0.36
20421106,0.03,0.38
20421107,0.00,0.82
20421108,0.00,0.78
20421109,0.01,0.46
20421110,0.01,0.48
20421111,0.00,0.61
20421112,0.00,0.68
20421113,0.41,0.41
20421114,0.73,0.15
20421115,0.34,0.16
20421116,3.06,0.50
20421117,8.00,0.12
20421118,1.67,0.26
20421119,0.64,0.31
20421120,0.23,0.29
20421121,0.95,0.18
20421122,2.00,0.33
20421123,1.28,0.29
20421124,4.30,0.17
20421125,0.49,0.50
20421126,0.11,0.25
20421127,1.67,0.30
20421128,12.88,0.14
20421129,6.08,0.26
20421130,11.56,0.16
20421201,2.72,0.17
20421202,2.18,0.28
20421203,0.01,0.40
20421204,0.10,0.25
20421205,5.11,0.27
20421206,1.16,0.22
20421207,0.40,0.17
20421208,0.56,0.20
20421209,0.03,0.17
20421210,0.96,0.12
20421211,0.33,0.34
20421212,2.91,0.24
20421213,3.99,0.09
20421214,0.00,0.37
20421215,0.00,0.36
20421216,0.00,0.38
20421217,0.34,0.29
20421218,10.82,0.10
20421219,2.13,0.21
20421220,0.90,0.17
20421221,23.22,0.06
20421222,4.57,0.10
20421223,0.62,0.25
20421224,6.56,0.14
20421225,1.03,0.36
20421226,0.00,0.25
20421227,0.00,0.29
20421228,5.77,0.13
20421229,0.08,0.39
20421230,0.00,0.40
20421231,1.39,0.41
20430101,21.34,0.08
20430102,37.46,0.05
20430103,0.08,0.37
20430104,14.41,0.19
20430105,5.50,0.25
20430106,14.46,0.11
20430107,0.70,0.24
20430108,1.68,0.38
20430109,0.18,0.20
20430110,0.77,0.27
20430111,0.04,0.23
20430112,12.34,0.10
20430113,8.06,0.20
20430114,14.18,0.12
20430115,4.00,0.15
20430116,0.13,0.23
20430117,0.22,0.24
20430118,2.14,0.12
20430119,14.73,0.09
20430120,3.41,0.12
20430121,0.32,0.25
20430122,0.24,0.21
20430123,4.24,0.17
20430124,5.00,0.17
20430125,2.38,0.29
20430126,0.00,0.57
20430127,0.01,0.26
20430128,0.00,0.47
20430129,0.00,0.62
20430130,11.53,0.14
20430131,1.58,0.25
20430201,0.22,0.59
20430202,0.35,0.84
20430203,0.14,0.62
20430204,0.00,0.62
20430205,0.00,0.90
20430206,0.00,0.95
20430207,0.00,0.40
20430208,0.00,0.43
20430209,0.00,0.87
20430210,0.00,0.83
20430211,2.16,0.23
20430212,0.36,0.46
20430213,1.41,0.58
20430214,0.77,0.77
20430215,11.25,1.01
20430216,3.02,0.84
20430217,4.42,0.51
20430218,4.45,0.72
20430219,1.60,0.34
20430220,0.74,0.57
20430221,0.00,0.61
20430222,0.00,1.06
20430223,0.00,1.09
20430224,4.63,0.68
20430225,0.05,0.27
20430226,0.08,0.33
20430227,0.04,0.59
20430228,6.37,0.56
20430301,0.31,0.56
20430302,0.07,0.60
20430303,0.28,0.56
20430304,0.00,1.21
20430305,0.00,1.15
20430306,0.00,0.98
20430307,0.02,1.22
20430308,0.12,0.73
20430309,0.00,1.41
20430310,0.00,1.46
20430311,0.00,1.53
20430312,0.00,1.56
20430313,0.00,1.44
20430314,0.72,1.14
20430315,0.00,1.50
20430316,0.96,0.95
20430317,9.79,0.47
20430318,13.03,0.40
20430319,2.08,1.15
20430320,1.65,0.69
20430321,14.16,0.29
20430322,8.41,0.29
20430323,0.57,1.57
20430324,0.00,1.53
20430325,0.02,1.77
20430326,1.63,1.27
20430327,0.16,2.23
20430328,0.38,1.23
20430329,0.02,1.85
20430330,0.00,2.59
20430331,0.41,1.39
20430401,0.01,1.08
20430402,0.00,1.98
20430403,0.00,2.36
20430404,0.00,1.73
20430405,0.00,1.53
20430406,0.04,1.11
20430407,0.01,1.46
20430408,0.00,2.59
20430409,0.00,1.76
20430410,0.04,1.71
20430411,0.00,1.25
20430412,0.00,2.09
20430413,0.42,1.08
20430414,1.25,1.76
20430415,4.51,1.43
20430416,0.00,2.02
20430417,0.00,2.08
20430418,0.00,2.38
20430419,0.00,2.74
20430420,0.03,2.49
20430421,0.00,2.81
20430422,0.00,2.98
20430423,0.00,3.14
20430424,0.00,3.91
20430425,0.00,4.17
20430426,0.00,4.17
20430427,0.11,4.00
20430428,6.46,3.70
20430429,2.00,1.53
20430430,2.92,2.28
20430501,15.51,2.17
20430502,7.54,1.53
20430503,12.47,1.16
20430504,4.52,2.00
20430505,3.26,1.03
20430506,5.25,1.06
20430507,9.00,1.32
20430508,1.71,2.12
20430509,0.00,2.47
20430510,0.00,2.37
20430511,0.21,2.31
20430512,3.78,1.77
20430513,2.18,1.73
20430514,1.60,2.07
20430515,3.63,1.87
20430516,3.61,1.47
20430517,4.21,1.96
20430518,5.31,1.21
20430519,2.36,2.37
20430520,0.05,1.31
20430521,0.00,2.46
20430522,0.00,3.20
20430523,2.74,1.35
20430524,3.13,1.04
20430525,0.10,1.53
20430526,0.02,2.20
20430527,7.68,0.98
20430528,3.96,1.59
20430529,2.85,2.34
20430530,0.01,2.61
20430531,2.84,1.10
20430601,13.41,1.04
20430602,12.42,0.61
20430603,0.11,3.16
20430604,0.04,2.84
20430605,0.00,4.94
20430606,5.38,4.36
20430607,6.69,2.39
20430608,0.37,4.43
20430609,1.72,2.05
20430610,4.31,3.03
20430611,0.02,3.61
20430612,0.00,3.46
20430613,0.00,4.83
20430614,0.00,5.30
20430615,0.00,5.56
20430616,0.00,5.04
20430617,0.02,3.66
20430618,0.00,3.93
20430619,0.00,4.52
20430620,0.15,4.89
20430621,4.54,4.78
20430622,1.22,3.52
20430623,0.01,5.47
20430624,0.00,5.56
20430625,0.00,5.41
20430626,0.02,4.25
20430627,0.10,1.68
20430628,0.00,3.74
20430629,6.06,4.47
20430630,5.93,2.80
20430701,0.17,3.29
20430702,8.85,3.79
20430703,0.00,5.34
20430704,0.00,5.77
20430705,0.00,5.85
20430706,0.00,5.77
20430707,0.00,5.55
20430708,0.03,4.95
20430709,0.42,4.69
20430710,0.00,5.25
20430711,11.36,5.02
20430712,0.73,3.82
20430713,0.87,4.70
20430714,12.68,4.28
20430715,9.72,2.68
20430716,0.00,2.97
20430717,1.52,2.45
20430718,1.63,2.31
20430719,2.52,1.21
20430720,0.01,2.05
20430721,0.00,4.74
20430722,1.60,5.34
20430723,1.62,2.12
20430724,4.97,3.03
20430725,0.04,1.98
20430726,0.89,3.40
20430727,4.68,1.65
20430728,9.47,2.19
20430729,7.96,3.17
20430730,21.66,1.43
20430731,27.82,2.14
20430801,44.10,0.97
20430802,53.22,0.55
20430803,22.28,0.92
20430804,1.51,1.40
20430805,0.83,1.60
20430806,0.61,1.81
20430807,0.00,4.80
20430808,4.94,3.33
20430809,0.68,4.05
20430810,6.53,3.16
20430811,2.25,2.49
20430812,0.54,1.03
20430813,3.99,0.86
20430814,0.01,4.23
20430815,1.71,4.11
20430816,3.09,3.49
20430817,2.31,1.89
20430818,4.10,2.20
20430819,0.00,3.04
20430820,2.55,1.43
20430821,0.20,2.38
20430822,0.02,3.30
20430823,0.61,3.42
20430824,0.33,2.93
20430825,0.04,2.11
20430826,0.43,2.54
20430827,5.02,2.03
20430828,0.08,1.95
20430829,0.00,3.45
20430830,0.00,3.63
20430831,0.00,3.80
20430901,0.00,3.71
20430902,0.02,3.39
20430903,0.02,2.63
20430904,0.01,3.53
20430905,0.00,3.59
20430906,0.00,3.50
20430907,0.43,2.80
20430908,0.36,1.87
20430909,0.00,3.31
20430910,0.00,3.50
20430911,0.00,3.45
20430912,1.18,1.09
20430913,25.33,1.08
20430914,0.09,1.60
20430915,0.00,2.61
20430916,6.42,1.26
20430917,27.07,0.98
20430918,6.32,0.98
20430919,6.28,0.66
20430920,0.17,2.11
20430921,0.04,2.61
20430922,0.00,2.59
20430923,0.00,2.62
20430924,0.00,2.55
20430925,0.90,2.23
20430926,0.02,2.42
20430927,0.04,1.29
20430928,0.07,1.71
20430929,0.29,1.82
20430930,0.00,2.08
20431001,0.00,2.17
20431002,0.00,2.10
20431003,0.00,2.16
20431004,0.00,1.88
20431005,16.81,0.47
20431006,0.45,1.05
20431007,0.37,1.02
20431008,0.00,1.85
20431009,0.00,2.00
20431010,0.73,0.67
20431011,0.09,0.85
20431012,5.91,0.29
20431013,0.85,0.97
20431014,0.83,1.12
20431015,0.06,0.87
20431016,0.00,1.67
20431017,15.66,1.69
20431018,4.19,0.32
20431019,0.00,1.27
20431020,0.00,1.33
20431021,0.00,1.38
20431022,0.00,1.37
20431023,0.00,1.41
20431024,0.00,1.38
20431025,0.00,1.32
20431026,0.13,0.46
20431027,0.25,0.51
20431028,0.65,0.35
20431029,0.03,0.47
20431030,0.03,0.73
20431031,0.40,0.44
20431101,0.06,0.67
20431102,0.00,1.07
20431103,0.00,1.07
20431104,0.00,0.91
20431105,0.04,0.33
20431106,24.57,0.15
20431107,0.90,0.83
20431108,0.00,0.76
20431109,0.00,0.75
20431110,2.08,0.13
20431111,0.02,0.63
20431112,0.10,0.53
20431113,3.48,0.32
20431114,4.06,0.19
20431115,9.05,0.35
20431116,9.32,0.17
20431117,0.90,0.66
20431118,0.04,0.43
20431119,0.45,0.16
20431120,0.49,0.62
20431121,4.29,0.15
20431122,0.33,0.22
20431123,5.86,0.13
20431124,3.74,0.34
20431125,2.72,0.27
20431126,1.38,0.25
20431127,4.27,0.14
20431128,3.66,0.13
20431129,1.90,0.15
20431130,0.00,0.53
20431201,0.12,0.47
20431202,1.10,0.23
20431203,5.30,0.16
20431204,4.56,0.26
20431205,3.50,0.21
20431206,4.00,0.15
20431207,0.05,0.22
20431208,2.08,0.41
20431209,14.98,0.11
20431210,1.34,0.15
20431211,1.74,0.32
20431212,3.28,0.14
20431213,0.45,0.13
20431214,0.43,0.19
20431215,17.40,0.12
20431216,9.04,0.13
20431217,1.68,0.21
20431218,0.05,0.33
20431219,0.07,0.34
20431220,0.00,0.36
20431221,6.20,0.12
20431222,10.36,0.09
20431223,1.21,0.13
20431224,1.15,0.17
20431225,4.44,0.11
20431226,13.31,0.08
20431227,0.70,0.13
20431228,0.04,0.22
20431229,1.22,0.15
20431230,0.02,0.34
20431231,0.00,0.43
20440101,6.43,0.11
20440102,6.90,0.13
20440103,11.85,0.11
20440104,0.00,0.27
20440105,3.00,0.19
20440106,10.58,0.11
20440107,3.16,0.14
20440108,1.65,0.39
20440109,2.23,0.16
20440110,0.08,0.19
20440111,0.77,0.23
20440112,0.22,0.35
20440113,5.67,0.16
20440114,2.05,0.26
20440115,1.88,0.50
20440116,0.00,0.49
20440117,0.02,0.21
20440118,0.24,0.18
20440119,0.21,0.26
20440120,0.02,0.53
20440121,0.28,0.16
20440122,0.08,0.39
20440123,2.29,0.20
20440124,0.58,0.25
20440125,0.30,0.20
20440126,0.01,0.45
20440127,0.05,0.33
20440128,1.15,0.32
20440129,0.77,0.18
20440130,0.01,0.44
20440131,1.09,0.33
20440201,0.00,0.75
20440202,3.26,0.24
20440203,0.00,0.66
20440204,0.00,0.68
20440205,0.00,0.72
20440206,0.00,0.70
20440207,0.00,0.60
20440208,1.78,0.19
20440209,1.87,0.19
20440210,1.23,0.17
20440211,0.01,0.29
20440212,0.14,0.31
20440213,0.04,0.33
20440214,0.27,0.34
20440215,0.00,0.69
20440216,0.00,0.89
20440217,0.00,0.46
20440218,0.00,0.92
20440219,0.00,0.43
20440220,0.00,1.02
20440221,0.17,0.55
20440222,0.00,0.97
20440223,0.00,1.13
20440224,0.69,0.50
20440225,0.00,0.97
20440226,0.00,0.84
20440227,0.00,0.50
20440228,0.00,0.63
20440229,0.00,1.12
20440301,0.49,0.81
20440302,0.90,0.38
20440303,0.00,1.23
20440304,0.00,1.25
20440305,0.00,1.42
20440306,9.24,0.44
20440307,0.23,0.75
20440308,0.37,0.76
20440309,5.68,0.43
20440310,0.19,0.52
20440311,0.72,0.30
20440312,0.04,0.69
20440313,0.04,0.72
20440314,0.00,1.95
20440315,0.09,0.65
20440316,0.60,0.77
20440317,1.86,0.43
20440318,7.55,0.39
20440319,16.52,0.27
20440320,0.25,1.80
20440321,0.00,1.99
20440322,0.00,2.16
20440323,0.78,1.56
20440324,1.34,1.54
20440325,10.17,0.62
20440326,0.00,1.48
20440327,0.01,1.26
20440328,0.00,1.93
20440329,0.00,2.65
20440330,4.19,2.54
20440331,12.39,0.80
20440401,4.61,1.02
20440402,0.00,1.89
20440403,0.00,2.51
20440404,0.00,2.08
20440405,0.00,1.74
20440406,0.05,1.21
20440407,0.00,2.59
20440408,5.69,3.33
20440409,0.03,1.34
20440410,0.00,2.19
20440411,0.02,1.52
20440412,0.05,1.71
20440413,0.58,1.15
20440414,0.28,1.20
20440415,1.52,0.93
20440416,0.01,1.88
20440417,0.00,2.35
20440418,0.55,3.67
20440419,1.11,1.30
20440420,0.09,1.62
20440421,0.82,1.18
20440422,0.05,2.25
20440423,2.25,1.62
20440424,0.14,1.33
20440425,0.00,2.55
20440426,0.00,3.16
20440427,0.06,3.63
20440428,5.19,1.55
20440429,0.02,2.05
20440430,0.00,3.02
20440501,0.13,1.34
20440502,0.04,1.47
20440503,0.09,1.70
20440504,0.08,1.69
20440505,0.01,1.34
20440506,0.83,2.10
20440507,0.00,2.36
20440508,0.00,3.28
20440509,0.00,3.60
20440510,0.28,1.91
20440511,8.47,0.78
20440512,3.94,1.81
20440513,0.00,2.88
20440514,0.00,3.78
20440515,0.00,4.44
20440516,0.00,4.63
20440517,8.79,2.64
20440518,1.52,4.37
20440519,5.52,1.24
20440520,0.23,1.80
20440521,0.56,3.18
20440522,20.22,1.59
20440523,7.87,3.07
20440524,0.12,1.20
20440525,0.00,3.69
20440526,3.03,0.92
20440527,5.62,2.06
20440528,7.96,2.36
20440529,0.00,2.06
20440530,0.11,1.58
20440531,0.13,2.20
20440601,5.66,1.13
20440602,0.49,1.76
20440603,0.00,4.96
20440604,0.00,5.21
20440605,0.00,5.33
20440606,0.00,5.31
20440607,0.00,5.23
20440608,0.00,4.48
20440609,0.00,5.18
20440610,0.30,2.37
20440611,0.22,2.27
20440612,1.21,1.23
20440613,0.04,3.27
20440614,0.10,3.42
20440615,0.03,3.18
20440616,0.08,4.03
20440617,1.16,1.40
20440618,0.11,2.85
20440619,2.46,2.93
20440620,0.90,2.48
20440621,0.40,3.36
20440622,2.22,3.89
20440623,4.75,3.19
20440624,2.89,1.12
20440625,0.02,4.72
20440626,0.07,3.31
20440627,1.10,3.96
20440628,8.31,5.24
20440629,7.36,3.00
20440630,0.75,3.81
20440701,0.00,4.07
20440702,0.02,4.59
20440703,0.01,3.97
20440704,0.00,5.61
20440705,0.63,5.66
20440706,0.00,4.89
20440707,16.11,4.67
20440708,0.33,2.64
20440709,0.03,3.12
20440710,0.01,4.43
20440711,0.00,5.38
20440712,14.26,4.60
20440713,0.00,5.12
20440714,0.00,4.95
20440715,0.68,4.49
20440716,7.05,3.90
20440717,0.00,3.89
20440718,0.00,4.43
20440719,4.34,2.52
20440720,7.33,1.41
20440721,3.19,1.46
20440722,9.46,0.99
20440723,7.19,1.80
20440724,16.05,1.37
20440725,5.04,1.40
20440726,2.30,1.54
20440727,0.66,1.98
20440728,0.45,2.53
20440729,0.42,1.56
20440730,7.53,1.10
20440731,0.17,3.08
20440801,1.60,2.42
20440802,0.45,1.86
20440803,3.20,1.00
20440804,1.57,1.84
20440805,2.97,1.36
20440806,0.89,3.10
20440807,0.99,2.11
20440808,0.92,2.39
20440809,0.15,1.85
20440810,0.00,3.96
20440811,0.28,1.83
20440812,0.43,2.78
20440813,0.04,2.23
20440814,0.00,3.93
20440815,0.00,4.37
20440816,0.00,3.78
20440817,0.00,4.40
20440818,12.39,4.11
20440819,16.98,1.21
20440820,3.54,1.22
20440821,0.78,1.64
20440822,0.01,3.06
20440823,0.10,2.31
20440824,0.09,2.20
20440825,0.04,2.02
20440826,17.57,1.10
20440827,18.91,0.78
20440828,0.10,1.85
20440829,0.01,2.16
20440830,0.40,2.28
20440831,12.59,0.80
20440901,4.98,2.15
20440902,8.38,1.73
20440903,1.27,1.99
20440904,0.17,2.45
20440905,0.23,2.31
20440906,0.00,3.25
20440907,0.00,3.31
20440908,0.00,3.32
20440909,0.02,3.31
20440910,6.50,0.74
20440911,8.38,1.64
20440912,5.26,1.87
20440913,0.13,1.50
20440914,6.06,1.78
20440915,0.82,2.18
20440916,11.43,0.46
20440917,14.12,1.95
20440918,4.73,1.72
20440919,10.54,0.49
20440920,17.12,0.77
20440921,7.66,1.38
20440922,9.55,1.51
20440923,3.65,0.91
20440924,20.43,0.76
20440925,6.94,0.94
20440926,3.07,1.33
20440927,1.05,1.40
20440928,4.22,1.11
20440929,0.05,0.80
20440930,0.22,0.98
20441001,1.17,0.50
20441002,0.18,1.16
20441003,0.32,0.63
20441004,0.39,0.60
20441005,0.06,0.86
20441006,0.00,1.76
20441007,0.01,1.62
20441008,0.01,1.26
20441009,0.01,1.05
20441010,0.02,1.23
20441011,1.97,0.66
20441012,0.00,1.12
20441013,31.62,0.19
20441014,0.00,1.36
20441015,3.38,0.67
20441016,5.59,0.70
20441017,0.51,1.26
20441018,2.54,0.26
20441019,0.67,0.43
20441020,2.40,0.43
20441021,4.44,1.01
20441022,3.94,0.47
20441023,0.51,0.73
20441024,0.07,0.62
20441025,0.02,0.88
20441026,0.03,0.78
20441027,0.07,0.64
20441028,12.22,0.26
20441029,7.79,0.44
20441030,1.05,0.59
20441031,0.08,0.48
20441101,1.90,0.34
20441102,0.34,0.29
20441103,0.00,0.87
20441104,0.00,0.88
20441105,0.00,0.85
20441106,0.01,0.40
20441107,0.03,0.30
20441108,0.40,0.21
20441109,0.09,0.52
20441110,0.13,0.33
20441111,0.00,0.83
20441112,1.88,0.39
20441113,0.61,0.27
20441114,0.01,0.61
20441115,0.01,0.59
20441116,0.00,0.65
20441117,0.00,0.66
20441118,0.00,0.63
20441119,0.00,0.34
20441120,0.00,0.66
20441121,0.00,0.22
20441122,0.00,0.59
20441123,0.00,0.65
20441124,0.00,0.61
20441125,0.00,0.48
20441126,0.00,0.53
20441127,0.00,0.52
20441128,0.04,0.25
20441129,1.24,0.18
20441130,8.97,0.25
20441201,12.31,0.23
20441202,1.65,0.14
20441203,12.75,0.10
20441204,2.61,0.27
20441205,0.77,0.12
20441206,7.83,0.16
20441207,4.21,0.39
20441208,1.29,0.28
20441209,16.77,0.41
20441210,10.29,0.18
20441211,3.91,0.32
20441212,1.16,0.18
20441213,0.00,0.49
20441214,0.00,0.47
20441215,0.04,0.41
20441216,0.05,0.19
20441217,0.32,0.17
20441218,0.80,0.18
20441219,0.12,0.13
20441220,0.03,0.13
20441221,0.01,0.22
20441222,0.00,0.30
20441223,0.00,0.35
20441224,0.00,0.39
20441225,3.22,0.08
20441226,5.40,0.09
20441227,0.01,0.44
20441228,3.84,0.38
20441229,0.64,0.26
20441230,0.07,0.21
20441231,0.02,0.23
20450101,3.74,0.23
20450102,0.85,0.13
20450103,0.03,0.22
20450104,0.99,0.17
20450105,0.32,0.40
20450106,3.01,0.32
20450107,0.80,0.23
20450108,3.33,0.14
20450109,1.13,0.35
20450110,0.00,0.53
20450111,0.10,0.47
20450112,0.00,0.41
20450113,0.13,0.27
20450114,2.97,0.19
20450115,0.02,0.41
20450116,0.00,0.50
20450117,0.00,0.49
20450118,0.00,0.46
20450119,0.00,0.45
20450120,0.00,0.47
20450121,1.15,0.23
20450122,3.08,0.09
20450123,0.01,0.35
20450124,4.04,0.19
20450125,17.57,0.10
20450126,4.99,0.40
20450127,2.89,0.28
20450128,0.00,0.69
20450129,0.00,0.45
20450130,0.00,0.67
20450131,0.00,0.57
20450201,0.00,0.60
20450202,4.45,0.43
20450203,2.26,0.28
20450204,1.29,0.34
20450205,2.97,0.38
20450206,5.49,0.29
20450207,0.08,0.33
20450208,0.06,0.45
20450209,0.00,0.76
20450210,1.11,0.66
20450211,2.16,0.27
20450212,14.08,0.24
20450213,0.66,0.59
20450214,0.42,0.32
20450215,0.08,0.41
20450216,0.00,0.87
20450217,6.18,0.57
20450218,0.00,0.92
20450219,0.00,0.56
20450220,0.00,0.52
20450221,0.00,1.16
20450222,0.00,1.19
20450223,1.83,1.23
20450224,0.16,0.83
20450225,0.00,0.68
20450226,0.00,1.24
20450227,0.15,0.69
20450228,0.03,0.69
20450301,1.16,1.18
20450302,4.82,0.53
20450303,4.98,1.37
20450304,8.81,0.51
20450305,7.49,1.09
20450306,2.79,1.25
20450307,0.01,0.66
20450308,2.23,1.19
20450309,0.01,1.11
20450310,0.98,0.28
20450311,0.48,1.03
20450312,0.19,0.81
20450313,5.00,0.27
20450314,4.04,1.15
20450315,1.28,0.56
20450316,2.86,0.71
20450317,5.51,1.23
20450318,1.60,1.14
20450319,1.35,0.54
20450320,5.30,0.74
20450321,5.13,0.69
20450322,0.01,1.73
20450323,0.02,0.73
20450324,0.01,1.36
20450325,0.10,0.58
20450326,0.00,1.92
20450327,0.00,1.57
20450328,1.09,1.79
20450329,1.38,1.79
20450330,0.02,1.11
20450331,0.07,1.40
20450401,1.86,1.04
20450402,1.57,2.18
20450403,0.00,1.77
20450404,0.00,2.63
20450405,0.02,1.97
20450406,0.00,1.84
20450407,0.00,2.62
20450408,0.00,2.75
20450409,0.09,1.02
20450410,4.10,1.78
20450411,3.77,1.95
20450412,7.34,1.06
20450413,4.82,0.84
20450414,4.96,1.67
20450415,3.41,1.54
20450416,4.89,1.52
20450417,0.70,1.55
20450418,0.02,1.60
20450419,0.00,2.62
20450420,6.31,2.60
20450421,0.00,1.46
20450422,0.00,3.48
20450423,0.01,2.26
20450424,0.00,1.74
20450425,0.71,1.53
20450426,0.00,2.63
20450427,0.86,0.97
20450428,12.17,2.67
20450429,0.66,0.74
20450430,6.12,1.66
20450501,5.16,0.86
20450502,1.33,1.62
20450503,3.01,1.18
20450504,2.74,1.56
20450505,3.72,2.44
20450506,4.70,2.17
20450507,2.34,2.04
20450508,8.47,1.02
20450509,8.18,0.90
20450510,0.32,1.81
20450511,0.93,2.75
20450512,0.31,1.76
20450513,1.62,2.49
20450514,0.13,1.45
20450515,0.01,3.00
20450516,0.09,2.99
20450517,0.00,3.81
20450518,0.18,2.61
20450519,1.36,2.64
20450520,0.05,4.15
20450521,1.33,3.59
20450522,8.95,1.66
20450523,0.04,2.86
20450524,0.43,1.39
20450525,2.15,2.30
20450526,0.01,2.17
20450527,0.00,3.82
20450528,6.79,4.21
20450529,15.81,1.45
20450530,0.54,2.44
20450531,1.89,3.53
20450601,7.48,4.02
20450602,2.98,1.89
20450603,0.00,4.39
20450604,0.03,4.25
20450605,2.76,0.69
20450606,0.00,3.67
20450607,3.76,3.75
20450608,12.89,0.74
20450609,0.02,4.29
20450610,3.78,3.21
20450611,4.49,1.97
20450612,0.24,3.71
20450613,5.61,1.99
20450614,6.17,1.87
20450615,1.09,1.63
20450616,6.45,1.50
20450617,0.02,3.06
20450618,1.32,3.39
20450619,3.34,2.01
20450620,4.08,1.79
20450621,5.76,1.36
20450622,10.21,0.97
20450623,4.55,1.37
20450624,1.61,2.27
20450625,0.02,3.03
20450626,0.05,2.59
20450627,0.02,4.73
20450628,0.00,4.96
20450629,2.95,4.92
20450630,6.52,4.86
20450701,1.23,2.85
20450702,0.61,2.29
20450703,1.20,3.38
20450704,1.09,3.10
20450705,5.07,1.72
20450706,4.94,1.85
20450707,2.15,3.39
20450708,2.24,2.42
20450709,7.87,3.19
20450710,0.02,2.71
20450711,0.00,4.07
20450712,0.00,5.05
20450713,6.02,4.91
20450714,8.28,3.38
20450715,0.03,4.30
20450716,0.00,4.37
20450717,9.85,2.72
20450718,0.01,2.65
20450719,0.08,3.10
20450720,3.16,2.38
20450721,4.73,2.37
20450722,1.71,3.57
20450723,14.73,1.37
20450724,0.04,3.41
20450725,0.00,4.06
20450726,0.00,4.92
20450727,0.23,2.73
20450728,0.23,2.86
20450729,1.20,1.92
20450730,0.00,4.60
20450731,2.87,2.60
20450801,0.24,2.29
20450802,0.61,1.96
20450803,4.66,0.85
20450804,18.58,2.80
20450805,2.41,3.57
20450806,18.32,1.71
20450807,0.07,2.51
20450808,0.00,3.60
20450809,0.00,4.62
20450810,0.00,3.13
20450811,0.00,4.28
20450812,3.76,3.76
20450813,0.08,2.90
20450814,0.00,4.33
20450815,0.37,2.80
20450816,3.91,0.92
20450817,1.22,1.27
20450818,0.31,2.41
20450819,0.00,3.93
20450820,0.04,3.70
20450821,0.10,3.08
20450822,0.00,3.06
20450823,0.86,3.08
20450824,0.00,3.82
20450825,0.00,3.91
20450826,1.23,3.26
20450827,0.02,1.54
20450828,0.00,2.72
20450829,0.00,3.79
20450830,0.00,3.93
20450831,0.00,3.94
20450901,0.01,3.80
20450902,0.41,1.44
20450903,0.01,2.76
20450904,0.01,2.98
20450905,0.21,3.55
20450906,4.42,1.83
20450907,0.03,1.63
20450908,0.31,1.29
20450909,4.32,0.79
20450910,9.19,0.68
20450911,0.01,1.07
20450912,0.77,0.86
20450913,0.74,1.43
20450914,9.87,0.43
20450915,1.35,1.56
20450916,0.32,1.36
20450917,0.69,0.97
20450918,3.38,1.19
20450919,3.92,1.22
20450920,0.90,1.87
20450921,22.80,0.33
20450922,1.50,1.57
20450923,0.02,1.74
20450924,1.05,0.81
20450925,1.30,0.70
20450926,1.42,1.74
20450927,0.04,1.65
20450928,0.29,0.79
20450929,0.22,1.51
20450930,0.43,0.60
20451001,0.01,2.14
20451002,0.20,0.58
20451003,0.13,0.92
20451004,0.00,1.92
20451005,0.02,1.65
20451006,0.00,1.69
20451007,0.00,1.81
20451008,1.25,0.44
20451009,0.08,0.76
20451010,0.20,0.84
20451011,0.00,1.04
20451012,0.00,1.45
20451013,0.01,0.72
20451014,0.19,1.44
20451015,6.30,0.57
20451016,3.00,0.45
20451017,10.02,0.77
20451018,1.36,0.78
20451019,7.84,0.38
20451020,3.21,0.74
20451021,16.48,0.30
20451022,0.00,1.28
20451023,0.34,0.53
20451024,17.50,0.92
20451025,10.73,0.63
20451026,0.41,0.89
20451027,0.29,0.79
20451028,0.04,0.40
20451029,0.61,0.45
20451030,8.48,0.47
20451031,7.26,0.34
20451101,0.03,0.75
20451102,13.49,0.19
20451103,0.68,1.05
20451104,0.00,0.93
20451105,0.00,0.95
20451106,0.00,1.03
20451107,1.47,0.91
20451108,1.02,0.96
20451109,0.45,0.60
20451110,0.00,0.84
20451111,0.00,0.76
20451112,0.20,0.23
20451113,0.02,0.47
20451114,0.01,0.65
20451115,0.45,0.43
20451116,0.01,0.65
20451117,3.16,0.12
20451118,0.47,0.54
20451119,3.95,0.23
20451120,0.68,0.31
20451121,0.00,0.62
20451122,0.00,0.56
20451123,0.39,0.18
20451124,1.03,0.15
20451125,6.70,0.40
20451126,11.85,0.59
20451127,14.08,0.14
20451128,2.11,0.19
20451129,6.81,0.23
20451130,3.19,0.44
20451201,0.04,0.22
20451202,6.37,0.22
20451203,3.71,0.27
20451204,1.65,0.19
20451205,3.57,0.40
20451206,4.92,0.29
20451207,3.73,0.28
20451208,3.33,0.29
20451209,3.95,0.15
20451210,3.25,0.48
20451211,4.24,0.10
20451212,0.01,0.35
20451213,19.37,0.07
20451214,0.08,0.31
20451215,0.00,0.43
20451216,0.00,0.35
20451217,0.26,0.46
