date,P,ETpot
20431112,4.25,0.23
20431113,0.15,0.34
20431114,0.02,0.52
20431115,0.50,0.23
20431116,0.83,0.16
20431117,0.00,0.57
20431118,0.00,0.58
20431119,0.02,0.57
20431120,14.49,0.15
20431121,12.58,0.11
20431122,0.43,0.33
20431123,16.46,0.15
20431124,2.53,0.43
20431125,2.74,0.21
20431126,3.28,0.13
20431127,3.86,0.14
20431128,12.57,0.11
20431129,27.70,0.09
20431130,14.10,0.37
20431201,0.66,0.26
20431202,0.15,0.48
20431203,1.95,0.17
20431204,7.01,0.16
20431205,0.70,0.19
20431206,3.28,0.35
20431207,1.06,0.30
20431208,3.69,0.08
20431209,6.87,0.09
20431210,0.37,0.12
20431211,0.07,0.27
20431212,0.39,0.30
20431213,1.04,0.16
20431214,0.10,0.18
20431215,3.12,0.15
20431216,0.03,0.46
20431217,3.25,0.18
20431218,8.44,0.12
20431219,7.41,0.10
20431220,3.95,0.16
20431221,0.66,0.16
20431222,0.08,0.24
20431223,0.44,0.10
20431224,0.01,0.38
20431225,0.05,0.15
20431226,1.01,0.13
20431227,4.65,0.08
20431228,3.79,0.10
20431229,0.00,0.36
20431230,1.25,0.14
20431231,0.10,0.43
20440101,0.00,0.38
20440102,0.24,0.25
20440103,2.48,0.35
20440104,14.68,0.11
20440105,2.48,0.18
20440106,0.03,0.24
20440107,0.00,0.33
20440108,0.00,0.34
20440109,0.00,0.42
20440110,0.00,0.43
20440111,0.85,0.39
20440112,0.03,0.31
20440113,7.02,0.24
20440114,0.05,0.44
20440115,0.00,0.45
20440116,0.15,0.56
20440117,2.98,0.36
20440118,4.64,0.24
20440119,1.88,0.24
20440120,0.00,0.54
20440121,0.00,0.50
20440122,0.14,0.26
20440123,2.59,0.11
20440124,0.14,0.39
20440125,3.75,0.26
20440126,3.65,0.55
20440127,9.65,0.21
20440128,4.59,0.61
20440129,2.87,0.17
20440130,0.84,0.22
20440131,4.44,0.16
20440201,0.75,0.28
20440202,0.01,0.17
20440203,0.00,0.66
20440204,0.00,0.62
20440205,0.00,0.64
20440206,0.00,0.66
20440207,0.00,0.34
20440208,0.00,0.77
20440209,0.00,0.77
20440210,0.00,0.79
20440211,0.00,0.77
20440212,0.00,0.53
20440213,0.74,0.37
20440214,3.08,0.29
20440215,0.20,0.40
20440216,0.31,0.32
20440217,0.47,0.35
20440218,0.00,1.15
20440219,1.71,0.25
20440220,3.48,0.27
20440221,0.00,1.34
20440222,5.55,0.99
20440223,0.00,0.89
20440224,0.00,1.26
20440225,0.42,0.32
20440226,8.86,0.67
20440227,16.03,0.58
20440228,2.87,0.63
20440229,4.52,0.92
20440301,5.16,0.89
20440302,10.56,0.80
20440303,6.14,0.46
20440304,0.01,0.73
20440305,1.81,0.59
20440306,6.82,0.31
20440307,0.37,1.10
20440308,0.01,1.34
20440309,0.17,1.63
20440310,1.48,0.32
20440311,0.10,1.23
20440312,1.19,0.85
20440313,2.29,1.39
20440314,10.55,0.42
20440315,0.03,1.11
20440316,0.00,1.65
20440317,0.00,1.17
20440318,1.64,0.68
20440319,0.00,1.09
20440320,0.00,2.06
20440321,3.76,0.59
20440322,0.15,1.23
20440323,0.14,0.75
20440324,0.00,1.18
20440325,1.11,1.53
20440326,0.00,1.55
20440327,0.02,1.35
20440328,0.81,0.99
20440329,1.72,2.43
20440330,3.53,0.70
20440331,1.23,0.81
20440401,4.04,2.46
20440402,6.99,0.63
20440403,0.03,2.87
20440404,5.72,1.27
20440405,0.92,0.88
20440406,2.71,1.72
20440407,0.01,1.49
20440408,0.00,2.50
20440409,0.00,2.22
20440410,0.02,1.51
20440411,1.61,1.56
20440412,0.00,2.02
20440413,0.00,2.39
20440414,0.00,3.29
20440415,0.22,3.59
20440416,0.87,1.94
20440417,0.00,2.40
20440418,0.29,2.68
20440419,0.00,3.68
20440420,0.00,3.95
20440421,0.00,4.02
20440422,0.00,4.36
20440423,0.00,3.94
20440424,6.93,3.36
20440425,9.48,1.55
20440426,8.49,2.28
20440427,0.00,4.13
20440428,0.00,3.97
20440429,0.00,3.77
20440430,0.00,3.67
20440501,0.00,3.84
20440502,0.00,3.97
20440503,0.00,4.12
20440504,0.52,1.04
20440505,0.02,1.83
20440506,0.01,3.15
20440507,1.92,2.92
20440508,20.88,3.37
20440509,5.41,1.24
20440510,0.00,4.16
20440511,0.03,3.06
20440512,10.30,3.84
20440513,5.25,2.30
20440514,2.09,3.34
20440515,0.00,4.13
20440516,4.97,3.70
20440517,6.43,1.72
20440518,17.29,2.04
20440519,2.93,1.10
20440520,0.33,1.18
20440521,0.01,4.30
20440522,0.06,2.73
20440523,0.40,1.25
20440524,0.51,1.42
20440525,0.00,4.06
20440526,0.30,1.75
20440527,0.03,1.59
20440528,0.04,1.56
20440529,0.01,1.33
20440530,0.39,2.57
20440531,3.51,1.18
20440601,3.24,2.54
20440602,0.01,2.90
20440603,0.22,2.20
20440604,0.10,3.17
20440605,0.00,3.85
20440606,0.00,4.60
20440607,0.15,3.93
20440608,4.51,1.59
20440609,0.05,2.48
20440610,0.00,3.10
20440611,0.00,4.58
20440612,0.00,5.38
20440613,11.97,4.02
20440614,8.30,1.21
20440615,0.10,3.25
20440616,2.70,3.91
20440617,0.10,3.90
20440618,0.00,5.20
20440619,0.00,5.42
20440620,0.00,4.46
20440621,0.01,4.77
20440622,0.00,5.64
20440623,0.00,5.67
20440624,0.00,4.31
20440625,0.00,4.61
20440626,9.54,4.63
20440627,5.51,4.36
20440628,0.49,4.05
20440629,6.26,3.99
20440630,19.42,1.81
20440701,11.68,4.32
20440702,31.74,1.39
20440703,0.80,2.58
20440704,0.13,3.05
20440705,0.07,3.61
20440706,0.01,4.40
20440707,0.25,4.49
20440708,1.70,1.42
20440709,0.10,2.19
20440710,0.10,2.66
20440711,0.00,4.42
20440712,0.00,3.56
20440713,0.01,3.69
20440714,1.07,2.35
20440715,0.31,2.41
20440716,0.01,2.42
20440717,0.00,3.56
20440718,0.01,3.00
20440719,0.02,2.05
20440720,0.01,3.56
20440721,0.00,3.16
20440722,0.00,4.88
20440723,3.85,1.63
20440724,1.47,2.97
20440725,2.20,3.18
20440726,2.12,3.19
20440727,1.61,1.39
20440728,0.91,1.91
20440729,12.45,2.91
20440730,4.81,3.77
20440731,16.04,3.03
20440801,4.03,2.01
20440802,0.16,3.81
20440803,2.75,3.41
20440804,0.00,4.38
20440805,0.15,4.89
20440806,3.39,3.95
20440807,0.00,4.35
20440808,11.10,5.02
20440809,9.07,1.26
20440810,1.09,2.07
20440811,0.21,2.50
20440812,0.15,2.86
20440813,1.74,2.73
20440814,0.28,2.20
20440815,0.02,1.97
20440816,0.03,2.24
20440817,0.08,1.81
20440818,0.03,3.33
20440819,0.09,4.34
20440820,17.02,1.92
20440821,7.85,2.87
20440822,11.29,2.02
20440823,3.22,2.52
20440824,0.26,2.41
20440825,4.01,1.15
20440826,0.10,2.12
20440827,0.35,2.47
20440828,0.06,2.56
20440829,0.51,3.77
20440830,0.35,2.11
20440831,5.36,2.58
20440901,1.88,1.91
20440902,11.07,2.04
20440903,0.74,0.89
20440904,0.00,2.98
20440905,0.01,3.18
20440906,6.03,3.50
20440907,3.73,1.41
20440908,0.34,2.09
20440909,20.24,0.65
20440910,0.19,1.69
20440911,0.41,1.35
20440912,0.00,3.17
20440913,0.23,2.46
20440914,2.08,1.28
20440915,0.89,1.10
20440916,0.00,1.69
20440917,0.00,2.72
20440918,2.39,1.73
20440919,0.17,1.50
20440920,0.00,2.61
20440921,5.58,1.15
20440922,18.90,1.45
20440923,0.17,1.86
20440924,11.30,0.53
20440925,0.23,0.90
20440926,1.65,0.67
20440927,0.61,1.04
20440928,0.00,1.23
20440929,0.00,1.76
20440930,0.00,2.28
20441001,0.00,1.61
20441002,0.57,1.41
20441003,0.02,1.44
20441004,0.54,0.80
20441005,0.39,1.37
20441006,0.00,1.81
20441007,0.00,1.91
20441008,0.00,1.88
20441009,5.44,0.47
20441010,4.94,0.91
20441011,0.12,0.93
20441012,0.65,1.35
20441013,0.11,1.51
20441014,0.90,0.77
20441015,15.21,1.14
20441016,4.76,0.50
20441017,0.13,1.03
20441018,9.55,0.26
20441019,15.72,0.80
20441020,9.54,0.42
20441021,1.34,0.58
20441022,3.42,0.39
20441023,24.08,0.57
20441024,11.00,0.42
20441025,0.26,0.57
20441026,0.00,1.21
20441027,1.77,0.63
20441028,0.60,0.53
20441029,6.43,0.38
20441030,2.25,0.29
20441031,0.02,1.05
20441101,0.00,1.34
20441102,0.00,1.21
20441103,0.01,1.12
20441104,1.25,0.34
20441105,3.71,1.03
20441106,2.76,0.26
20441107,2.39,0.21
20441108,12.14,0.15
20441109,5.81,0.45
20441110,3.80,0.49
20441111,0.63,0.77
20441112,9.18,0.42
20441113,0.00,0.36
20441114,0.00,0.63
20441115,0.01,0.47
20441116,0.00,0.72
20441117,0.00,0.67
20441118,0.00,0.62
20441119,0.02,0.37
20441120,0.19,0.21
20441121,0.01,0.57
20441122,0.00,0.38
20441123,0.04,0.32
20441124,1.38,0.16
20441125,0.26,0.48
20441126,9.64,0.41
20441127,7.97,0.11
20441128,0.56,0.20
20441129,0.28,0.24
20441130,2.78,0.32
20441201,0.28,0.28
20441202,7.80,0.16
20441203,13.60,0.11
20441204,0.00,0.48
20441205,0.16,0.21
20441206,0.01,0.46
20441207,0.00,0.44
20441208,0.00,0.41
20441209,0.00,0.35
20441210,0.00,0.40
20441211,0.00,0.41
20441212,0.04,0.23
20441213,0.38,0.17
20441214,10.03,0.07
20441215,11.54,0.24
20441216,1.09,0.16
20441217,12.26,0.11
20441218,4.17,0.20
20441219,3.49,0.16
20441220,0.01,0.29
20441221,0.05,0.30
20441222,8.54,0.13
20441223,0.07,0.39
20441224,1.31,0.16
20441225,0.00,0.22
20441226,0.05,0.33
20441227,4.25,0.17
20441228,5.66,0.15
20441229,1.16,0.35
20441230,4.37,0.27
20441231,0.09,0.18
20450101,0.04,0.23
20450102,0.38,0.16
20450103,0.62,0.17
20450104,0.07,0.20
20450105,1.42,0.21
20450106,3.09,0.13
20450107,12.68,0.05
20450108,2.97,0.19
20450109,5.36,0.14
20450110,11.03,0.07
20450111,3.46,0.52
20450112,0.32,0.52
20450113,12.81,0.11
20450114,4.03,0.26
20450115,2.69,0.13
20450116,0.40,0.16
20450117,0.83,0.14
20450118,0.44,0.20
20450119,3.16,0.20
20450120,0.03,0.39
20450121,6.64,0.18
20450122,1.11,0.46
20450123,5.05,0.13
20450124,0.02,0.59
20450125,0.04,0.18
20450126,0.00,0.65
20450127,0.11,0.20
20450128,0.00,0.46
20450129,0.00,0.71
20450130,0.00,0.78
20450131,0.00,0.81
20450201,0.09,0.45
20450202,5.26,0.20
20450203,7.08,0.19
20450204,4.42,0.57
20450205,0.65,0.36
20450206,8.05,0.40
20450207,2.77,0.37
20450208,1.16,0.27
20450209,0.00,0.50
20450210,0.09,0.29
20450211,0.43,0.63
20450212,0.00,0.50
20450213,0.28,0.45
20450214,0.00,0.40
20450215,0.00,1.02
20450216,0.33,0.71
20450217,0.15,0.76
20450218,0.00,0.85
20450219,13.13,0.28
20450220,5.96,0.49
20450221,19.03,0.23
20450222,1.46,0.77
20450223,0.16,0.98
20450224,3.45,0.49
20450225,0.11,0.75
20450226,1.53,0.29
20450227,3.77,0.50
20450228,5.77,0.32
20450301,0.48,0.61
20450302,0.00,1.42
20450303,0.00,1.43
20450304,0.01,1.12
20450305,0.16,0.49
20450306,0.06,0.62
20450307,1.00,0.50
20450308,0.51,0.46
20450309,4.81,0.84
20450310,3.52,0.72
20450311,2.37,0.58
20450312,2.43,1.37
20450313,1.81,0.72
20450314,0.46,1.92
20450315,0.00,1.37
20450316,0.00,1.12
20450317,0.06,0.59
20450318,0.15,1.11
20450319,0.31,0.62
20450320,0.04,0.95
20450321,0.00,1.56
20450322,0.05,1.05
20450323,2.13,0.75
20450324,0.21,0.68
20450325,1.39,0.51
20450326,1.70,0.56
20450327,0.97,0.51
20450328,0.26,1.10
20450329,0.00,2.19
20450330,0.00,2.59
20450331,0.00,2.07
20450401,0.00,1.87
20450402,0.00,2.08
20450403,0.00,2.20
20450404,0.00,2.43
20450405,0.11,1.50
20450406,0.00,1.91
20450407,1.64,0.89
20450408,0.24,0.84
20450409,4.64,0.61
20450410,1.04,2.06
20450411,0.01,1.24
20450412,0.03,1.46
20450413,0.00,2.11
20450414,0.00,3.34
20450415,0.00,1.46
20450416,0.00,2.67
20450417,0.00,2.38
20450418,0.00,3.37
20450419,0.00,3.97
20450420,0.00,3.94
20450421,1.02,3.74
20450422,1.68,3.14
20450423,1.80,1.52
20450424,0.00,1.90
20450425,12.08,1.87
20450426,0.06,1.56
20450427,0.00,3.25
20450428,0.00,3.55
20450429,0.00,2.92
20450430,0.00,4.03
20450501,0.03,3.26
20450502,2.74,4.12
20450503,0.01,3.65
20450504,0.00,4.22
20450505,1.71,3.40
20450506,0.07,2.54
20450507,2.63,2.63
20450508,1.89,1.63
20450509,2.99,2.79
20450510,6.30,1.02
20450511,0.00,3.30
20450512,0.00,4.75
20450513,0.00,5.13
20450514,0.00,5.26
20450515,0.97,5.23
20450516,3.52,1.94
20450517,3.25,2.02
20450518,0.00,2.09
20450519,0.03,1.77
20450520,0.04,1.80
20450521,0.00,2.98
20450522,11.10,2.79
20450523,0.05,2.45
20450524,17.29,2.32
20450525,0.00,2.62
20450526,1.18,1.77
20450527,2.05,2.03
20450528,0.52,0.90
20450529,0.47,0.96
20450530,0.07,1.85
20450531,5.88,3.27
20450601,0.86,2.42
20450602,10.79,1.01
20450603,0.14,2.00
20450604,0.03,1.92
20450605,0.01,2.90
20450606,0.25,3.51
20450607,26.21,0.65
20450608,1.55,1.25
20450609,5.36,2.36
20450610,1.82,1.37
20450611,3.49,2.44
20450612,0.00,5.10
20450613,0.02,4.10
20450614,0.95,3.43
20450615,0.76,2.24
20450616,0.00,3.67
20450617,0.01,2.99
20450618,0.08,2.92
20450619,0.11,2.50
20450620,0.00,4.37
20450621,0.00,5.50
20450622,0.00,5.51
20450623,0.00,4.10
20450624,0.51,4.43
20450625,0.05,4.87
20450626,5.35,4.26
20450627,8.68,3.34
20450628,2.11,3.55
20450629,7.87,1.20
20450630,0.07,3.15
20450701,0.21,2.30
20450702,0.02,2.26
20450703,0.01,4.00
20450704,0.00,5.50
20450705,5.14,4.69
20450706,0.02,3.89
20450707,5.88,2.97
20450708,0.23,2.47
20450709,5.42,1.24
20450710,0.74,2.15
20450711,5.69,3.06
20450712,0.78,3.26
20450713,0.01,3.07
20450714,0.34,1.88
20450715,1.22,1.47
20450716,0.81,2.45
20450717,2.16,4.24
20450718,1.64,3.70
20450719,0.01,2.14
20450720,0.40,2.90
20450721,13.10,1.09
20450722,0.81,2.63
20450723,1.77,2.39
20450724,0.01,2.37
20450725,0.00,4.54
20450726,0.00,5.04
20450727,0.08,4.47
20450728,0.00,3.10
20450729,2.43,1.36
20450730,0.67,2.30
20450731,0.03,1.74
20450801,0.03,3.71
20450802,0.00,4.62
20450803,0.00,5.04
20450804,11.14,2.44
20450805,21.90,0.55
20450806,0.24,2.81
20450807,0.59,3.70
20450808,5.15,1.91
20450809,0.78,2.17
20450810,3.57,1.98
20450811,13.54,2.35
20450812,0.13,2.45
20450813,1.86,2.85
20450814,0.06,2.74
20450815,0.16,3.55
20450816,3.68,0.90
20450817,0.88,2.81
20450818,0.06,3.83
20450819,0.01,3.58
20450820,0.00,4.10
20450821,0.00,4.18
20450822,0.00,4.19
20450823,0.00,4.24
20450824,0.05,4.14
20450825,1.39,2.28
20450826,0.00,3.58
20450827,0.47,1.97
20450828,0.00,4.15
20450829,0.16,4.35
20450830,0.00,4.45
20450831,0.00,4.37
20450901,9.14,1.36
20450902,0.07,2.36
20450903,0.56,1.59
20450904,0.00,3.25
20450905,0.05,2.78
20450906,0.00,3.57
20450907,0.05,1.93
20450908,0.36,1.55
20450909,0.04,1.13
20450910,0.00,2.33
20450911,0.00,2.93
20450912,0.00,2.91
20450913,0.00,3.02
20450914,0.00,3.09
20450915,0.00,3.16
20450916,3.75,0.95
20450917,1.10,1.19
20450918,1.39,1.30
20450919,0.02,2.13
20450920,1.69,0.90
20450921,0.05,1.35
20450922,0.00,2.66
20450923,12.14,2.36
20450924,1.21,1.05
20450925,0.00,2.32
20450926,0.09,0.72
20450927,0.00,2.51
20450928,0.09,1.90
20450929,0.98,2.01
20450930,0.01,2.22
20451001,0.00,2.43
20451002,0.00,2.41
20451003,0.00,2.20
20451004,0.00,1.66
20451005,0.00,2.08
20451006,0.00,2.00
20451007,0.00,1.07
20451008,0.00,1.77
20451009,0.14,1.67
20451010,1.27,0.90
20451011,0.00,1.51
20451012,0.00,1.49
20451013,20.25,0.23
20451014,0.09,0.91
20451015,8.94,0.35
20451016,26.31,1.14
20451017,11.10,0.98
20451018,1.30,0.75
20451019,0.06,1.08
20451020,1.67,0.39
20451021,0.91,1.31
20451022,0.00,1.50
20451023,0.22,0.97
20451024,9.23,0.80
20451025,5.74,0.80
20451026,0.14,0.84
20451027,0.00,1.08
20451028,0.42,1.18
20451029,3.01,0.40
20451030,0.14,0.88
20451031,0.03,0.79
20451101,1.96,0.24
20451102,0.74,0.60
20451103,0.03,0.52
20451104,0.00,0.68
20451105,0.00,1.00
20451106,1.78,0.17
20451107,0.58,0.20
20451108,0.03,0.64
20451109,0.45,0.18
20451110,1.77,0.32
20451111,4.47,0.20
20451112,0.08,0.70
20451113,1.67,0.35
20451114,0.54,0.19
20451115,0.04,0.71
20451116,0.64,0.23
20451117,3.33,0.15
20451118,1.01,0.28
20451119,6.37,0.17
20451120,0.53,0.41
20451121,0.08,0.23
20451122,0.03,0.36
20451123,0.15,0.20
20451124,0.62,0.16
20451125,3.46,0.18
20451126,1.05,0.33
20451127,0.39,0.45
20451128,19.57,0.06
20451129,0.23,0.27
20451130,8.38,0.15
20451201,8.21,0.34
20451202,0.92,0.36
20451203,6.02,0.22
20451204,12.03,0.20
20451205,5.03,0.46
20451206,1.01,0.42
20451207,10.17,0.23
20451208,5.14,0.28
20451209,0.54,0.26
20451210,2.85,0.13
20451211,0.84,0.18
20451212,0.42,0.20
20451213,1.81,0.16
20451214,0.26,0.21
20451215,18.80,0.06
20451216,5.28,0.11
20451217,0.03,0.35
20451218,0.01,0.30
20451219,9.92,0.11
20451220,19.92,0.07
20451221,10.71,0.17
20451222,13.97,0.10
20451223,12.70,0.16
20451224,4.36,0.11
20451225,0.01,0.48
20451226,9.98,0.27
20451227,0.67,0.25
20451228,6.05,0.15
20451229,4.44,0.34
20451230,4.24,0.27
20451231,0.00,0.22
20460101,0.57,0.15
20460102,2.38,0.14
20460103,0.00,0.29
20460104,4.94,0.16
20460105,4.53,0.31
20460106,10.07,0.19
20460107,3.79,0.16
20460108,0.12,0.21
20460109,10.57,0.22
20460110,2.12,0.21
20460111,0.04,0.22
20460112,6.25,0.38
20460113,19.64,0.10
20460114,0.04,0.50
20460115,10.39,0.20
20460116,3.44,0.26
20460117,0.31,0.28
20460118,0.47,0.24
20460119,4.46,0.29
20460120,8.32,0.13
20460121,15.11,0.17
20460122,0.73,0.18
20460123,2.86,0.54
20460124,2.94,0.34
20460125,0.00,0.65
20460126,0.01,0.66
20460127,0.56,0.62
20460128,10.77,0.20
20460129,0.25,0.26
20460130,7.53,0.18
20460131,0.41,0.31
20460201,3.57,0.48
20460202,3.83,0.35
20460203,4.49,0.22
20460204,13.91,0.51
20460205,3.71,0.25
20460206,0.03,0.34
20460207,0.00,0.71
20460208,0.00,0.54
20460209,0.00,0.26
20460210,0.01,0.43
20460211,2.86,0.45
20460212,7.41,0.21
20460213,7.01,0.28
20460214,3.11,0.43
20460215,6.57,0.24
20460216,0.32,1.13
20460217,1.13,0.39
20460218,0.00,0.43
20460219,0.16,0.35
20460220,0.00,0.38
20460221,0.03,0.35
20460222,0.00,1.20
20460223,0.00,1.17
20460224,0.00,1.21
20460225,0.00,1.23
20460226,0.00,1.25
20460227,0.00,1.27
20460228,0.00,1.44
20460301,0.00,1.54
20460302,0.01,1.48
20460303,0.00,1.32
20460304,0.00,1.05
20460305,0.84,0.44
20460306,0.00,1.23
20460307,0.01,0.51
20460308,0.55,0.41
20460309,0.02,0.70
20460310,0.00,2.00
20460311,1.34,0.99
20460312,2.38,0.61
20460313,3.47,0.43
20460314,7.21,1.03
20460315,10.84,0.97
20460316,5.11,0.62
20460317,0.00,1.60
20460318,0.00,1.82
20460319,4.92,1.17
20460320,7.27,0.58
20460321,0.24,0.76
20460322,2.18,0.84
20460323,1.53,1.20
20460324,0.49,1.53
20460325,0.00,2.10
20460326,0.06,1.82
20460327,0.00,2.46
20460328,4.21,0.39
20460329,10.07,1.09
20460330,7.76,1.35
20460331,0.61,1.65
20460401,0.00,2.16
20460402,0.52,2.91
20460403,3.06,2.12
20460404,0.00,1.49
20460405,4.13,1.24
20460406,0.00,2.03
20460407,1.56,0.76
20460408,0.12,2.23
20460409,0.07,2.34
20460410,10.81,2.00
20460411,8.18,1.48
20460412,6.19,1.27
20460413,10.33,1.68
20460414,4.51,1.90
20460415,0.26,1.49
20460416,0.02,2.59
20460417,0.09,1.55
20460418,0.42,1.71
20460419,3.06,1.58
20460420,1.11,1.65
20460421,0.01,1.54
20460422,0.02,2.12
20460423,0.00,2.15
20460424,0.03,1.31
20460425,0.00,2.70
20460426,0.00,3.49
20460427,0.00,4.01
20460428,0.00,3.48
20460429,0.00,3.27
20460430,0.01,3.69
20460501,6.37,3.63
20460502,0.00,4.00
20460503,0.00,4.22
20460504,0.00,4.20
20460505,0.00,4.10
20460506,0.00,3.78
20460507,0.00,3.16
20460508,2.13,3.91
20460509,13.14,3.21
20460510,2.53,3.77
20460511,0.00,4.49
20460512,0.00,4.52
20460513,0.00,4.54
20460514,0.02,2.43
20460515,0.13,1.73
20460516,0.00,3.01
20460517,0.00,1.86
20460518,3.27,2.00
20460519,1.54,2.04
20460520,0.06,1.43
20460521,0.18,1.93
20460522,0.00,3.44
20460523,0.08,4.29
20460524,0.38,3.00
20460525,0.00,3.97
20460526,0.00,5.26
20460527,0.10,4.82
20460528,0.00,5.72
20460529,14.40,4.57
20460530,0.09,2.74
20460531,0.01,3.12
20460601,0.25,2.30
20460602,0.35,3.17
20460603,0.07,3.39
20460604,0.00,5.16
20460605,0.00,5.48
20460606,0.38,4.67
20460607,0.01,4.82
20460608,0.00,5.64
20460609,0.00,5.89
20460610,0.69,5.42
20460611,0.00,3.78
20460612,4.78,3.66
20460613,12.30,3.09
20460614,0.00,4.88
20460615,2.25,4.22
20460616,6.08,4.52
20460617,0.87,4.34
20460618,0.01,3.29
20460619,0.00,5.37
20460620,0.00,5.32
20460621,3.66,2.28
20460622,0.28,1.48
20460623,0.15,3.39
20460624,0.00,4.93
20460625,0.00,5.15
20460626,0.00,5.22
20460627,0.00,3.72
20460628,4.99,3.59
20460629,0.09,3.17
20460630,1.39,3.33
20460701,0.85,4.78
20460702,16.13,3.73
20460703,3.16,3.08
20460704,9.30,4.28
20460705,16.71,2.86
20460706,4.27,2.73
20460707,3.84,2.54
20460708,17.72,3.15
20460709,0.04,2.99
20460710,3.88,1.37
20460711,0.03,3.37
20460712,0.00,4.50
20460713,0.00,5.24
20460714,0.01,4.20
20460715,0.00,5.14
20460716,12.25,4.47
20460717,3.03,3.60
20460718,0.09,3.10
20460719,1.54,1.98
20460720,0.01,3.04
20460721,0.08,2.31
20460722,0.00,4.57
20460723,0.00,5.15
20460724,0.00,5.28
20460725,0.00,5.23
20460726,0.00,5.36
20460727,0.00,5.42
20460728,0.01,5.22
20460729,0.00,5.23
20460730,1.10,4.09
20460731,9.51,1.58
20460801,0.01,2.77
20460802,0.00,3.56
20460803,0.01,3.37
20460804,0.00,3.60
20460805,0.23,3.66
20460806,0.55,3.32
20460807,1.80,3.04
20460808,0.13,3.94
20460809,4.10,1.41
20460810,0.08,3.61
20460811,0.00,4.95
20460812,5.60,1.88
20460813,0.00,3.39
20460814,0.00,4.57
20460815,0.00,4.70
20460816,0.00,4.91
20460817,0.13,2.80
20460818,0.00,4.47
20460819,0.29,3.95
20460820,0.00,3.96
20460821,0.00,4.47
20460822,1.70,2.02
20460823,1.48,1.81
20460824,2.45,1.72
20460825,0.02,3.31
20460826,0.06,1.96
20460827,0.81,1.76
20460828,0.33,2.22
20460829,0.12,1.90
20460830,0.00,2.97
20460831,0.00,3.80
20460901,0.00,3.88
20460902,0.01,3.87
20460903,0.00,3.82
20460904,0.00,3.75
20460905,0.00,3.60
20460906,0.00,3.49
20460907,0.00,3.25
20460908,7.56,0.91
20460909,5.09,1.59
20460910,19.67,0.54
20460911,0.08,2.37
20460912,0.00,3.02
20460913,0.52,1.93
20460914,0.01,2.38
20460915,0.01,2.71
20460916,0.14,1.28
20460917,0.11,1.97
20460918,0.02,2.13
20460919,0.01,2.63
20460920,2.41,2.42
20460921,6.72,0.81
20460922,0.31,1.70
20460923,2.66,0.89
20460924,7.71,1.04
20460925,0.91,0.89
20460926,3.31,1.02
20460927,1.44,0.91
20460928,0.23,0.86
20460929,1.13,1.06
20460930,1.65,0.79
20461001,2.30,0.54
20461002,0.06,1.02
20461003,0.00,2.28
20461004,0.00,2.24
20461005,2.01,1.77
20461006,1.33,1.86
20461007,1.30,1.11
20461008,5.19,1.16
20461009,0.40,1.19
20461010,2.50,1.31
20461011,1.36,0.71
20461012,8.01,0.31
20461013,2.13,0.68
20461014,1.86,1.09
20461015,6.40,0.49
20461016,3.27,0.48
20461017,0.22,0.80
20461018,0.04,0.82
20461019,0.00,1.44
20461020,0.50,1.44
20461021,0.63,1.38
20461022,0.00,1.55
20461023,0.00,1.46
20461024,0.01,1.10
20461025,0.02,1.40
20461026,0.96,0.43
20461027,0.29,0.86
20461028,0.01,1.19
20461029,0.00,0.92
20461030,0.01,0.85
20461031,0.25,0.53
20461101,2.07,1.17
20461102,2.07,0.78
20461103,5.91,0.17
20461104,0.73,0.82
20461105,0.01,1.16
20461106,2.02,0.33
20461107,34.16,0.13
20461108,18.49,0.18
20461109,0.95,0.35
20461110,0.56,0.38
20461111,0.01,0.72
20461112,0.00,0.87
20461113,0.01,0.59
20461114,5.11,0.49
20461115,3.49,0.53
20461116,2.04,0.45
20461117,4.84,0.22
20461118,4.50,0.44
20461119,1.29,0.18
20461120,1.46,0.41
20461121,16.38,0.12
20461122,0.15,0.58
20461123,5.43,0.15
20461124,0.49,0.31
20461125,0.05,0.52
20461126,0.03,0.42
20461127,0.00,0.41
20461128,0.00,0.43
20461129,0.00,0.17
20461130,0.00,0.49
20461201,0.00,0.45
20461202,0.01,0.48
20461203,0.26,0.24
20461204,4.35,0.14
20461205,10.48,0.11
20461206,0.11,0.44
20461207,2.48,0.13
20461208,1.73,0.27
20461209,0.43,0.16
20461210,0.22,0.18
20461211,0.27,0.15
20461212,0.17,0.17
20461213,0.01,0.22
20461214,0.00,0.41
20461215,0.00,0.39
20461216,0.02,0.21
20461217,7.14,0.09
20461218,5.51,0.18
20461219,7.12,0.21
20461220,11.44,0.13
20461221,11.66,0.19
20461222,1.46,0.42
20461223,0.03,0.37
20461224,6.38,0.10
20461225,1.74,0.14
20461226,4.98,0.13
20461227,0.01,0.48
20461228,0.20,0.36
20461229,0.69,0.42
20461230,4.07,0.13
20461231,3.74,0.15
20470101,8.41,0.24
20470102,2.52,0.18
20470103,0.01,0.24
20470104,0.00,0.41
20470105,0.00,0.23
20470106,0.00,0.30
20470107,0.00,0.39
20470108,3.06,0.13
20470109,0.42,0.21
20470110,0.87,0.18
20470111,22.40,0.19
20470112,1.39,0.46
20470113,8.45,0.17
20470114,10.04,0.27
20470115,11.01,0.12
20470116,3.91,0.28
20470117,7.63,0.17
20470118,2.66,0.22
20470119,0.00,0.55
