date,P,ETpot
20360101,0.02,0.17
20360102,0.31,0.18
20360103,0.24,0.13
20360104,0.55,0.18
20360105,0.00,0.27
20360106,0.04,0.31
20360107,2.10,0.10
20360108,2.64,0.12
20360109,0.43,0.16
20360110,0.14,0.25
20360111,0.09,0.18
20360112,1.71,0.21
20360113,0.01,0.30
20360114,0.00,0.23
20360115,0.01,0.25
20360116,0.04,0.23
20360117,3.51,0.23
20360118,3.24,0.33
20360119,0.36,0.34
20360120,0.50,0.37
20360121,2.98,0.38
20360122,0.01,0.30
20360123,0.01,0.39
20360124,0.29,0.35
20360125,1.44,0.45
20360126,2.84,0.30
20360127,0.32,0.50
20360128,0.00,0.56
20360129,0.45,0.25
20360130,0.00,0.53
20360131,0.00,0.49
20360201,1.29,0.26
20360202,4.56,0.49
20360203,2.97,0.59
20360204,4.85,0.23
20360205,9.87,0.15
20360206,0.34,0.49
20360207,3.81,0.28
20360208,1.50,0.46
20360209,0.12,0.49
20360210,0.00,0.50
20360211,0.00,0.45
20360212,0.00,0.26
20360213,0.00,0.43
20360214,0.00,0.51
20360215,0.00,0.71
20360216,0.00,0.91
20360217,0.02,0.24
20360218,0.07,0.24
20360219,1.64,0.23
20360220,0.42,0.30
20360221,0.32,0.25
20360222,0.01,0.35
20360223,0.00,1.13
20360224,0.00,1.25
20360225,0.00,1.35
20360226,0.00,1.38
20360227,0.00,1.37
20360228,7.38,0.37
20360229,2.63,0.24
20360301,0.37,0.35
20360302,0.42,0.36
20360303,7.32,0.22
20360304,0.13,1.66
20360305,0.05,0.67
20360306,0.08,0.56
20360307,8.47,0.23
20360308,0.00,1.35
20360309,0.11,1.08
20360310,0.04,1.39
20360311,0.20,1.28
20360312,0.03,1.68
20360313,0.00,1.41
20360314,12.63,0.60
20360315,0.14,0.57
20360316,0.00,1.15
20360317,11.20,0.36
20360318,2.86,1.53
20360319,0.28,2.13
20360320,0.58,0.96
20360321,5.23,0.44
20360322,9.76,0.57
20360323,3.09,1.79
20360324,15.36,1.14
20360325,0.70,1.20
20360326,0.30,0.72
20360327,0.61,0.94
20360328,1.18,2.18
20360329,11.41,1.84
20360330,3.29,0.73
20360331,0.00,1.60
20360401,0.00,1.33
20360402,0.00,2.48
20360403,0.00,2.77
20360404,0.00,2.94
20360405,0.00,2.38
20360406,2.01,2.51
20360407,2.94,1.41
20360408,0.03,2.04
20360409,0.00,1.55
20360410,0.00,2.97
20360411,2.09,1.25
20360412,0.54,2.19
20360413,0.47,1.41
20360414,5.01,1.63
20360415,13.52,0.66
20360416,9.87,0.59
20360417,0.04,1.40
20360418,1.29,0.74
20360419,7.53,1.04
20360420,0.02,1.35
20360421,0.00,2.05
20360422,2.59,1.57
20360423,4.32,1.16
20360424,1.39,2.49
20360425,1.33,2.91
20360426,0.00,3.71
20360427,0.00,4.04
20360428,0.00,4.13
20360429,0.00,4.20
20360430,0.00,4.23
20360501,0.00,4.14
20360502,0.00,2.86
20360503,0.20,2.12
20360504,0.24,1.82
20360505,0.60,1.72
20360506,2.00,1.24
20360507,1.86,2.09
20360508,0.00,2.54
20360509,0.00,3.50
20360510,0.00,4.32
20360511,0.00,4.45
20360512,0.00,4.31
20360513,0.00,3.76
20360514,0.00,4.32
20360515,0.00,4.61
20360516,0.00,3.20
20360517,0.00,4.69
20360518,0.00,5.21
20360519,0.00,5.15
20360520,0.00,3.85
20360521,0.00,4.26
20360522,12.01,2.58
20360523,0.73,3.08
20360524,0.20,3.76
20360525,0.01,2.63
20360526,0.00,4.24
20360527,0.00,3.80
20360528,0.00,2.39
20360529,0.00,3.26
20360530,0.00,3.88
20360531,0.02,3.83
20360601,0.00,5.09
20360602,0.00,3.88
20360603,11.31,3.27
20360604,0.21,2.39
20360605,0.00,4.63
20360606,0.00,4.46
20360607,0.25,2.77
20360608,2.80,3.61
20360609,0.00,4.97
20360610,1.14,1.40
20360611,1.96,4.44
20360612,3.26,1.85
20360613,0.01,2.55
20360614,0.00,4.75
20360615,13.57,3.44
20360616,2.46,2.18
20360617,1.08,1.22
20360618,1.04,3.07
20360619,0.00,3.22
20360620,0.01,3.59
20360621,1.88,2.16
20360622,0.30,1.62
20360623,0.16,3.29
20360624,0.00,5.21
20360625,4.58,4.38
20360626,0.18,4.16
20360627,1.48,3.75
20360628,0.66,1.37
20360629,0.03,3.30
20360630,0.00,4.31
20360701,0.00,4.35
20360702,0.00,5.57
20360703,0.00,5.83
20360704,0.00,5.86
20360705,0.00,6.03
20360706,0.00,6.13
20360707,0.00,5.84
20360708,0.00,5.52
20360709,0.00,5.46
20360710,0.00,5.81
20360711,0.00,5.90
20360712,0.28,5.25
20360713,0.00,5.63
20360714,2.35,5.29
20360715,0.00,5.55
20360716,0.00,5.66
20360717,0.27,5.24
20360718,7.86,2.27
20360719,0.00,4.34
20360720,0.00,4.90
20360721,0.00,5.48
20360722,0.00,3.28
20360723,0.01,2.24
20360724,0.07,3.03
20360725,0.02,2.12
20360726,0.43,2.86
20360727,0.39,1.93
20360728,0.00,4.94
20360729,0.00,5.09
20360730,0.00,5.18
20360731,0.33,5.03
20360801,1.73,4.06
20360802,0.00,3.14
20360803,0.00,3.33
20360804,0.00,4.08
20360805,0.00,4.91
20360806,0.97,4.11
20360807,4.80,3.48
20360808,10.08,2.40
20360809,6.72,3.10
20360810,0.02,2.95
20360811,0.00,3.10
20360812,0.00,3.74
20360813,0.00,4.43
20360814,0.00,4.65
20360815,25.18,3.61
20360816,18.36,2.92
20360817,4.78,2.58
20360818,2.23,2.89
20360819,8.29,1.56
20360820,5.83,0.94
20360821,23.86,1.07
20360822,19.58,0.99
20360823,1.31,1.51
20360824,0.29,2.18
20360825,0.00,4.04
20360826,1.51,2.99
20360827,1.49,2.43
20360828,10.41,2.40
20360829,5.13,2.37
20360830,0.00,3.05
20360831,0.97,3.58
20360901,0.00,3.65
20360902,6.11,1.59
20360903,7.47,1.21
20360904,25.23,1.23
20360905,14.96,1.33
20360906,10.63,2.03
20360907,0.64,0.97
20360908,2.62,1.72
20360909,14.02,0.47
20360910,0.57,1.90
20360911,1.51,0.89
20360912,3.70,1.13
20360913,0.43,1.19
20360914,0.27,0.99
20360915,0.02,2.47
20360916,0.45,2.93
20360917,0.07,1.21
20360918,0.01,1.68
20360919,0.09,1.10
20360920,0.37,1.11
20360921,0.01,1.35
20360922,0.03,1.09
20360923,0.00,2.39
20360924,5.56,0.58
20360925,0.14,1.04
20360926,2.47,1.62
20360927,0.94,1.52
20360928,1.26,1.34
20360929,0.53,0.79
20360930,9.43,2.28
20361001,0.05,1.50
20361002,0.09,1.16
20361003,0.05,1.83
20361004,1.40,0.49
20361005,1.19,0.76
20361006,0.72,0.65
20361007,0.00,1.24
20361008,2.33,1.26
20361009,0.98,0.41
20361010,0.00,1.70
20361011,0.00,0.79
20361012,0.00,1.52
20361013,0.00,1.79
20361014,3.75,0.36
20361015,0.23,0.88
20361016,0.35,0.66
20361017,13.39,0.95
20361018,6.06,0.57
20361019,0.55,0.88
20361020,7.75,0.36
20361021,0.06,0.69
20361022,0.05,0.54
20361023,0.02,0.69
20361024,4.30,0.27
20361025,0.43,0.83
20361026,7.42,0.97
20361027,3.03,0.58
20361028,0.43,0.77
20361029,13.88,0.64
20361030,0.17,0.51
20361031,0.01,0.96
20361101,1.00,0.39
20361102,0.00,1.02
20361103,6.72,0.85
20361104,0.11,0.96
20361105,0.75,0.85
20361106,2.59,0.40
20361107,4.01,0.19
20361108,1.12,0.69
20361109,11.02,0.17
20361110,0.90,0.56
20361111,0.20,0.23
20361112,0.00,0.92
20361113,0.00,0.88
20361114,0.02,0.79
20361115,0.00,0.81
20361116,0.16,0.25
20361117,0.06,0.27
20361118,0.00,0.62
20361119,0.02,0.42
20361120,0.15,0.20
20361121,0.02,0.49
20361122,0.03,0.44
20361123,0.39,0.21
20361124,10.90,0.09
20361125,0.10,0.55
20361126,0.72,0.16
20361127,4.61,0.17
20361128,8.66,0.32
20361129,6.31,0.41
20361130,4.01,0.33
20361201,4.01,0.46
20361202,11.15,0.08
20361203,0.03,0.20
20361204,2.31,0.12
20361205,3.64,0.14
20361206,0.19,0.28
20361207,1.65,0.18
20361208,4.22,0.24
20361209,6.28,0.09
20361210,2.63,0.15
20361211,0.18,0.40
20361212,0.00,0.29
20361213,0.00,0.40
20361214,1.56,0.11
20361215,0.33,0.23
20361216,1.90,0.36
20361217,5.70,0.18
20361218,0.66,0.17
20361219,0.03,0.28
20361220,0.00,0.38
20361221,4.43,0.12
20361222,0.14,0.38
20361223,1.81,0.14
20361224,1.15,0.19
20361225,0.69,0.31
20361226,0.11,0.17
20361227,0.00,0.31
20361228,0.00,0.33
20361229,1.03,0.13
20361230,1.61,0.15
20361231,1.97,0.12
20370101,0.01,0.21
20370102,0.00,0.36
20370103,3.04,0.11
20370104,4.79,0.13
20370105,1.57,0.11
20370106,0.76,0.11
20370107,0.09,0.28
20370108,0.00,0.36
20370109,0.25,0.21
20370110,4.34,0.09
20370111,9.14,0.21
20370112,0.07,0.29
20370113,5.14,0.21
20370114,3.23,0.41
20370115,0.76,0.42
20370116,0.09,0.43
20370117,1.28,0.24
20370118,4.30,0.13
20370119,0.06,0.25
20370120,2.15,0.23
20370121,0.02,0.41
20370122,0.00,0.27
20370123,0.01,0.36
20370124,2.42,0.15
20370125,1.50,0.21
20370126,0.17,0.17
20370127,1.26,0.21
20370128,4.83,0.47
20370129,1.50,0.53
20370130,0.14,0.19
20370131,0.00,0.60
20370201,0.00,0.51
20370202,0.00,0.66
20370203,0.00,0.61
20370204,0.00,0.63
20370205,0.00,0.45
20370206,0.00,0.68
20370207,6.52,0.19
20370208,0.39,0.23
20370209,1.11,0.33
20370210,3.08,0.22
20370211,0.01,0.30
20370212,2.16,0.21
20370213,0.06,0.46
20370214,2.75,0.38
20370215,3.23,0.46
20370216,0.80,0.31
20370217,0.00,1.25
20370218,0.00,1.29
20370219,0.68,0.82
20370220,0.00,0.47
20370221,1.02,1.30
20370222,1.61,0.92
20370223,0.00,1.40
20370224,1.12,0.26
20370225,0.14,0.45
20370226,0.00,1.12
20370227,0.00,0.65
20370228,0.00,1.38
20370301,0.00,1.43
20370302,2.68,0.32
20370303,1.30,0.70
20370304,7.15,0.25
20370305,0.00,1.11
20370306,0.01,1.19
20370307,1.25,1.58
20370308,10.01,0.43
20370309,0.12,0.99
20370310,0.07,0.80
20370311,0.13,1.44
20370312,5.89,0.37
20370313,3.31,0.62
20370314,0.00,1.97
20370315,0.89,1.45
20370316,6.49,1.26
20370317,0.17,0.94
20370318,4.34,0.95
20370319,6.55,0.95
20370320,0.02,1.57
20370321,0.45,1.03
20370322,0.00,1.70
20370323,0.01,1.87
20370324,0.00,2.07
20370325,0.40,0.37
20370326,0.26,1.38
20370327,0.35,1.13
20370328,0.53,0.41
20370329,0.75,1.02
20370330,1.49,1.22
20370331,1.74,1.23
20370401,1.77,1.64
20370402,2.66,0.39
20370403,0.00,2.12
20370404,0.01,2.62
20370405,0.01,1.57
20370406,0.11,2.42
20370407,4.16,1.13
20370408,0.00,2.56
20370409,0.00,1.83
20370410,0.00,2.52
20370411,0.00,3.23
20370412,0.00,3.48
20370413,0.00,3.56
20370414,0.05,3.64
20370415,0.08,2.48
20370416,0.00,3.09
20370417,0.00,3.41
20370418,0.00,3.70
20370419,0.00,3.80
20370420,0.00,3.55
20370421,0.00,3.53
20370422,0.00,2.40
20370423,0.00,1.63
20370424,0.00,3.97
20370425,0.00,4.12
20370426,0.00,3.37
20370427,0.00,3.85
20370428,0.00,3.66
20370429,3.58,3.51
20370430,0.13,2.79
20370501,0.02,1.29
20370502,0.00,3.81
20370503,0.00,2.23
20370504,0.00,3.26
20370505,1.14,4.19
20370506,3.63,2.22
20370507,0.06,3.47
20370508,0.00,4.49
20370509,0.00,4.66
20370510,0.00,4.65
20370511,0.00,4.56
20370512,0.00,4.96
20370513,0.02,4.07
20370514,0.00,2.70
20370515,0.00,2.82
20370516,0.00,2.32
20370517,0.01,2.41
20370518,0.00,4.43
20370519,0.08,1.26
20370520,1.47,1.98
20370521,0.00,3.53
20370522,0.00,3.20
20370523,2.66,3.53
20370524,0.00,3.95
20370525,0.00,5.47
20370526,0.00,5.53
20370527,0.00,4.67
20370528,0.00,3.12
20370529,0.00,4.31
20370530,0.00,5.39
20370531,0.00,5.31
20370601,0.00,5.44
20370602,0.00,5.49
20370603,0.00,5.54
20370604,0.01,4.69
20370605,5.20,4.43
20370606,0.01,4.62
20370607,8.48,2.99
20370608,7.15,2.07
20370609,0.06,3.09
20370610,0.00,4.01
20370611,4.94,2.62
20370612,33.02,1.10
20370613,4.67,1.79
20370614,2.25,1.45
20370615,0.08,2.33
20370616,0.00,4.85
20370617,0.00,5.65
20370618,0.00,5.59
20370619,0.00,5.07
20370620,0.24,5.04
20370621,2.69,5.09
20370622,15.92,4.34
20370623,1.81,2.26
20370624,6.63,2.17
20370625,3.19,1.26
20370626,1.64,1.87
20370627,1.43,1.57
20370628,0.21,1.92
20370629,9.98,4.31
20370630,4.22,2.35
20370701,0.01,3.79
20370702,33.15,3.46
20370703,1.27,2.24
20370704,19.59,3.99
20370705,5.85,2.54
20370706,1.81,2.02
20370707,0.00,5.14
20370708,4.89,3.74
20370709,19.01,1.45
20370710,10.26,2.87
20370711,7.92,1.06
20370712,0.45,2.60
20370713,1.11,1.68
20370714,0.01,3.35
20370715,0.02,3.18
20370716,0.07,4.99
20370717,10.95,2.92
20370718,0.08,3.21
20370719,0.00,4.85
20370720,5.06,3.82
20370721,16.75,1.75
20370722,0.78,1.96
20370723,0.23,2.16
20370724,0.00,3.78
20370725,1.16,2.39
20370726,0.18,2.95
20370727,0.09,3.40
20370728,0.00,4.53
20370729,0.00,4.87
20370730,0.07,5.08
20370731,16.51,4.36
20370801,0.88,3.27
20370802,0.03,3.63
20370803,19.39,2.33
20370804,2.29,2.40
20370805,0.67,2.32
20370806,4.39,4.56
20370807,5.08,3.38
20370808,0.17,2.33
20370809,0.05,3.57
20370810,0.88,3.06
20370811,8.31,2.77
20370812,0.09,2.63
20370813,0.02,4.17
20370814,22.62,2.90
20370815,24.68,0.46
20370816,3.33,1.01
20370817,0.02,3.33
20370818,8.10,0.81
20370819,15.76,0.70
20370820,16.02,1.30
20370821,10.67,2.76
20370822,4.72,1.78
20370823,2.24,2.20
20370824,0.09,1.57
20370825,0.04,2.15
20370826,0.00,3.66
20370827,9.73,2.03
20370828,8.51,2.65
20370829,11.08,0.87
20370830,1.14,1.03
20370831,0.33,2.47
20370901,0.01,2.44
20370902,0.00,3.22
20370903,0.00,2.87
20370904,0.57,1.38
20370905,0.19,1.14
20370906,0.06,2.43
20370907,0.08,2.65
20370908,0.44,1.10
20370909,0.00,2.84
20370910,6.03,2.48
20370911,5.61,1.15
20370912,3.01,1.56
20370913,2.93,1.28
20370914,0.50,1.22
20370915,0.14,2.23
20370916,1.35,1.23
20370917,11.33,0.63
20370918,11.36,0.61
20370919,4.80,1.56
20370920,0.31,1.26
20370921,0.02,1.72
20370922,0.13,2.50
20370923,0.92,2.20
20370924,6.05,0.63
20370925,0.43,1.25
20370926,0.39,1.22
20370927,0.78,1.68
20370928,1.71,1.13
20370929,0.47,1.49
20370930,0.01,1.68
20371001,0.00,1.68
20371002,0.00,2.11
20371003,0.00,2.13
20371004,3.22,1.99
20371005,39.69,0.43
20371006,3.85,0.70
20371007,1.90,1.41
20371008,0.01,1.36
20371009,0.02,1.39
20371010,1.57,1.75
20371011,0.51,0.60
20371012,6.93,0.22
20371013,1.92,0.48
20371014,0.04,0.75
20371015,0.03,1.03
20371016,0.23,0.62
20371017,5.15,0.63
20371018,5.74,0.95
20371019,1.93,1.22
20371020,0.00,0.84
20371021,0.03,1.03
20371022,0.50,0.70
20371023,3.22,0.42
20371024,0.00,1.14
20371025,0.00,0.98
20371026,0.00,1.11
20371027,0.00,1.08
20371028,0.00,1.10
20371029,0.00,1.08
20371030,0.00,1.11
20371031,0.00,1.12
20371101,0.00,0.89
20371102,4.64,0.31
20371103,1.07,0.75
20371104,3.18,0.64
20371105,1.12,0.63
20371106,19.28,0.58
20371107,3.97,0.35
20371108,0.23,0.64
20371109,1.69,0.58
20371110,1.10,0.29
20371111,0.57,0.63
20371112,0.69,0.19
20371113,3.78,0.46
20371114,0.00,0.57
20371115,0.00,0.73
20371116,0.00,0.66
20371117,0.01,0.51
20371118,0.00,0.65
20371119,0.00,0.62
20371120,0.00,0.60
20371121,0.10,0.21
20371122,0.28,0.20
20371123,0.17,0.31
20371124,0.15,0.24
20371125,0.19,0.22
20371126,1.92,0.32
20371127,0.01,0.40
20371128,0.00,0.51
20371129,0.00,0.43
20371130,0.05,0.47
20371201,8.23,0.07
20371202,0.23,0.35
20371203,2.60,0.13
20371204,0.12,0.31
20371205,0.52,0.17
20371206,1.10,0.10
20371207,0.49,0.22
20371208,0.10,0.20
20371209,0.23,0.16
20371210,6.04,0.13
20371211,2.41,0.25
20371212,0.77,0.25
20371213,0.20,0.41
20371214,3.89,0.07
20371215,2.37,0.39
20371216,0.34,0.41
20371217,3.28,0.16
20371218,2.87,0.13
20371219,0.42,0.18
20371220,4.34,0.16
20371221,16.19,0.08
20371222,0.03,0.36
20371223,0.26,0.26
20371224,6.34,0.26
20371225,6.04,0.13
20371226,1.30,0.19
20371227,1.61,0.32
20371228,0.91,0.18
20371229,2.20,0.25
20371230,7.55,0.08
20371231,3.46,0.26
20380101,3.49,0.30
20380102,4.79,0.13
20380103,7.74,0.22
20380104,2.29,0.13
20380105,0.83,0.25
20380106,1.28,0.31
20380107,0.04,0.16
20380108,3.58,0.22
20380109,3.52,0.11
20380110,0.72,0.15
20380111,0.02,0.27
20380112,0.00,0.39
20380113,0.00,0.39
20380114,0.54,0.25
20380115,7.27,0.14
20380116,4.71,0.17
20380117,0.13,0.24
20380118,0.98,0.32
20380119,1.18,0.36
20380120,0.56,0.19
20380121,0.01,0.47
20380122,0.45,0.43
20380123,0.05,0.70
20380124,0.00,0.37
20380125,0.08,0.55
20380126,0.53,0.12
20380127,0.30,0.36
20380128,0.00,0.67
20380129,0.00,0.31
20380130,0.00,0.65
20380131,0.00,0.25
20380201,0.00,0.49
20380202,0.00,0.40
20380203,0.00,0.30
20380204,0.00,0.53
20380205,0.00,0.59
20380206,0.00,0.74
20380207,0.17,0.32
20380208,5.47,0.23
20380209,0.22,0.34
20380210,0.25,0.43
20380211,0.01,0.37
20380212,3.82,0.22
20380213,3.76,0.51
20380214,0.00,0.57
20380215,0.00,0.87
20380216,0.02,0.41
20380217,0.01,0.40
20380218,0.00,0.95
20380219,0.00,1.00
20380220,0.00,1.06
20380221,1.10,0.45
20380222,0.05,0.42
20380223,0.02,0.86
20380224,0.00,1.14
20380225,2.10,0.44
20380226,0.01,0.55
20380227,4.56,0.27
20380228,1.28,1.24
20380301,0.09,0.71
20380302,0.25,0.65
20380303,0.01,1.02
20380304,0.04,1.11
20380305,0.02,0.59
20380306,9.60,0.43
20380307,0.52,0.63
20380308,10.85,0.38
20380309,5.30,0.52
20380310,5.72,0.61
20380311,12.80,0.53
20380312,5.46,0.74
20380313,9.67,0.30
20380314,3.64,0.54
20380315,1.38,0.38
20380316,4.71,1.38
20380317,0.32,0.91
20380318,3.87,0.59
20380319,0.32,0.62
20380320,0.00,2.47
20380321,5.51,0.65
20380322,2.70,0.97
20380323,4.40,1.66
20380324,11.66,0.81
20380325,0.05,1.42
20380326,1.12,1.14
20380327,2.39,0.79
20380328,4.09,2.21
20380329,8.58,0.46
20380330,0.00,1.78
20380331,0.00,1.80
20380401,0.00,2.25
20380402,0.13,2.04
20380403,5.10,0.98
20380404,1.43,1.67
20380405,0.33,1.36
20380406,0.20,1.30
20380407,2.66,1.09
20380408,0.00,1.98
20380409,0.00,2.56
20380410,0.00,2.37
20380411,0.03,0.90
20380412,0.00,2.94
20380413,0.07,2.93
20380414,0.00,2.80
20380415,0.00,3.58
20380416,0.00,3.37
20380417,0.00,3.47
20380418,0.00,3.33
20380419,0.00,3.54
20380420,0.00,3.11
20380421,0.00,3.44
20380422,0.00,2.38
20380423,0.00,3.76
20380424,0.00,3.90
20380425,0.00,3.69
20380426,0.00,3.68
20380427,0.00,3.86
20380428,0.00,3.18
20380429,0.00,3.30
20380430,0.00,3.86
20380501,0.00,3.56
20380502,0.00,3.09
20380503,0.00,2.88
20380504,0.02,3.75
20380505,0.00,4.29
20380506,0.71,2.37
20380507,1.51,2.62
20380508,0.02,2.00
20380509,2.64,1.12
20380510,0.96,1.72
20380511,0.30,1.45
20380512,0.39,1.74
20380513,0.00,4.09
20380514,0.00,4.54
20380515,0.00,4.64
20380516,0.00,4.68
20380517,0.00,4.44
20380518,0.01,3.82
20380519,0.08,4.47
20380520,0.00,3.99
20380521,0.00,4.83
20380522,0.00,5.50
20380523,1.21,5.39
20380524,0.00,5.73
20380525,0.00,5.17
20380526,4.79,4.87
20380527,4.42,1.36
20380528,5.92,4.47
20380529,1.74,3.64
20380530,0.13,4.92
20380531,2.27,4.06
20380601,0.00,4.74
20380602,0.00,5.08
20380603,0.00,4.67
20380604,0.00,5.53
20380605,0.56,5.48
20380606,0.03,4.50
20380607,0.00,4.40
20380608,0.00,5.14
20380609,0.03,4.67
20380610,0.00,5.27
20380611,0.31,4.73
20380612,0.00,3.43
20380613,11.33,3.52
20380614,21.49,0.73
20380615,0.44,1.82
20380616,0.86,1.77
20380617,0.03,3.44
20380618,0.02,3.59
20380619,0.00,5.60
20380620,0.00,4.27
20380621,12.72,2.07
20380622,9.19,1.69
20380623,6.00,2.93
20380624,0.00,3.06
20380625,0.00,5.38
20380626,0.00,5.47
20380627,3.08,4.76
20380628,1.70,3.93
20380629,2.38,5.25
20380630,3.26,2.78
20380701,1.83,2.38
20380702,0.00,2.98
20380703,0.00,5.24
20380704,6.85,4.62
20380705,3.65,1.95
20380706,1.13,2.14
20380707,0.00,3.79
20380708,0.00,4.43
20380709,1.45,5.49
20380710,0.00,4.07
20380711,0.00,4.68
20380712,0.13,5.18
20380713,6.69,5.06
20380714,0.00,2.60
20380715,0.34,2.71
20380716,0.00,4.03
20380717,2.26,3.12
20380718,0.27,2.83
20380719,0.34,3.10
20380720,0.02,3.94
20380721,0.01,2.35
20380722,2.62,1.83
20380723,0.60,4.88
20380724,0.03,4.40
20380725,0.00,5.21
20380726,0.01,4.54
20380727,0.18,4.25
20380728,4.30,4.18
20380729,3.04,3.51
20380730,0.39,1.52
20380731,1.24,1.68
20380801,0.00,3.80
20380802,0.09,5.28
20380803,1.39,3.65
20380804,0.62,2.09
20380805,0.00,2.36
20380806,0.01,3.22
20380807,0.00,4.82
20380808,0.00,5.13
20380809,0.00,5.02
20380810,1.22,3.60
20380811,0.75,3.82
20380812,1.71,1.57
20380813,0.04,2.56
20380814,0.02,2.97
20380815,0.00,4.15
20380816,0.00,4.61
20380817,0.00,4.73
20380818,0.69,2.32
20380819,0.56,2.51
20380820,0.00,4.30
20380821,0.00,4.46
20380822,0.00,2.85
20380823,0.03,3.98
20380824,0.00,4.01
20380825,0.03,3.97
20380826,0.03,1.73
20380827,0.00,3.12
20380828,0.00,3.90
20380829,0.00,3.98
20380830,0.08,2.14
20380831,0.10,1.80
20380901,1.18,1.18
20380902,0.03,2.02
20380903,0.00,3.39
20380904,2.87,2.03
20380905,0.63,1.10
20380906,20.30,1.13
20380907,10.62,0.57
20380908,0.17,1.77
20380909,0.37,2.01
20380910,16.55,0.49
20380911,0.00,2.26
20380912,27.46,0.64
20380913,0.17,1.39
20380914,2.83,2.43
20380915,1.89,1.97
20380916,2.02,2.04
20380917,0.15,1.24
20380918,0.59,1.55
20380919,0.00,1.81
20380920,5.28,1.36
20380921,1.15,0.64
20380922,0.83,0.84
20380923,3.95,1.01
20380924,23.58,0.60
20380925,8.01,1.46
20380926,1.75,1.26
20380927,17.18,0.55
20380928,9.73,0.74
20380929,4.67,1.14
20380930,9.40,1.36
20381001,16.58,0.60
20381002,3.78,1.04
20381003,0.44,0.70
20381004,9.12,1.31
20381005,0.57,0.96
20381006,27.37,0.20
20381007,6.28,0.25
20381008,0.06,0.72
20381009,0.00,1.21
20381010,0.02,1.01
20381011,0.05,0.98
20381012,0.03,0.67
20381013,0.00,1.46
20381014,0.00,1.58
20381015,0.60,1.62
20381016,10.88,0.65
20381017,0.25,0.97
20381018,0.12,0.90
20381019,0.05,0.64
20381020,0.00,1.23
20381021,0.01,0.46
20381022,0.01,1.05
20381023,3.06,0.29
20381024,1.20,0.29
20381025,0.02,0.55
20381026,0.33,0.35
20381027,0.08,0.68
20381028,0.25,0.38
20381029,4.78,0.17
20381030,0.07,0.64
20381031,3.03,1.03
20381101,2.31,0.59
20381102,0.52,0.59
20381103,3.78,0.54
20381104,0.86,0.39
20381105,27.51,0.20
20381106,4.44,0.56
20381107,12.84,0.15
20381108,0.00,0.80
20381109,0.01,0.44
20381110,0.00,0.64
20381111,0.00,0.68
20381112,0.00,0.74
20381113,0.02,0.67
20381114,0.73,0.36
20381115,0.00,0.61
20381116,0.01,0.34
20381117,5.50,0.12
20381118,9.70,0.14
20381119,1.78,0.53
20381120,0.00,0.52
20381121,16.96,0.14
20381122,2.83,0.37
20381123,2.20,0.45
20381124,7.11,0.20
20381125,4.84,0.29
20381126,1.19,0.30
20381127,0.42,0.16
20381128,1.86,0.50
20381129,0.95,0.23
20381130,0.15,0.15
20381201,5.09,0.26
20381202,0.00,0.37
20381203,3.34,0.11
20381204,13.09,0.10
20381205,7.50,0.18
20381206,2.20,0.41
20381207,5.65,0.15
20381208,0.22,0.47
20381209,14.76,0.11
20381210,4.38,0.24
20381211,0.82,0.34
20381212,0.71,0.38
20381213,5.68,0.09
20381214,0.79,0.12
20381215,0.03,0.24
20381216,0.00,0.23
20381217,0.15,0.17
20381218,0.63,0.08
20381219,0.00,0.36
20381220,0.00,0.32
20381221,6.49,0.07
20381222,10.95,0.08
20381223,3.29,0.20
20381224,1.93,0.20
20381225,15.27,0.09
20381226,11.40,0.10
20381227,1.16,0.36
20381228,0.16,0.21
20381229,0.01,0.40
20381230,2.63,0.27
20381231,1.17,0.38
20390101,0.03,0.25
20390102,2.68,0.10
20390103,0.28,0.21
20390104,0.47,0.35
20390105,8.40,0.14
20390106,29.99,0.08
20390107,5.53,0.24
20390108,2.47,0.22
20390109,9.77,0.11
20390110,0.05,0.54
20390111,5.15,0.35
20390112,0.19,0.29
20390113,0.04,0.14
20390114,0.00,0.54
20390115,1.42,0.23
20390116,3.26,0.14
20390117,1.23,0.20
20390118,9.08,0.14
20390119,3.04,0.20
20390120,3.78,0.25
20390121,0.80,0.21
20390122,6.01,0.10
20390123,0.49,0.33
20390124,0.17,0.24
20390125,0.02,0.28
20390126,0.01,0.62
20390127,1.70,0.25
20390128,3.52,0.26
20390129,3.01,0.29
20390130,4.41,0.40
20390131,3.54,0.23
20390201,0.00,0.47
20390202,0.18,0.81
20390203,7.00,0.77
20390204,2.38,0.55
20390205,13.01,0.21
20390206,0.00,0.77
20390207,0.00,0.74
20390208,0.02,0.56
20390209,0.02,0.48
20390210,0.00,0.49
20390211,12.51,0.17
20390212,0.00,0.72
20390213,0.00,0.90
20390214,0.00,0.52
20390215,0.00,0.59
20390216,1.19,0.38
20390217,5.68,0.61
20390218,0.00,0.87
20390219,4.78,0.47
20390220,6.96,0.47
20390221,6.96,0.50
20390222,0.43,0.79
20390223,4.96,0.49
20390224,0.00,1.28
20390225,0.04,1.59
20390226,2.97,0.47
20390227,3.31,0.43
20390228,8.19,0.59
20390301,0.00,1.06
20390302,3.64,0.60
20390303,8.78,0.39
20390304,5.19,0.43
20390305,0.11,0.65
20390306,0.00,1.47
20390307,0.10,0.73
20390308,0.17,0.66
20390309,0.04,0.62
20390310,0.01,1.15
