date,P,Ruurlose broek morsdijk,Zoddebeekseweg Buurse,Eibergen Hoonesweg 3,,Mean,10th_percentile,90th_percentile
23/07/2012,0,1586,1439,1527,,1517.3,1094.6,1997
24/07/2012,0,1620,1447,1571,,1546.0,1116.4,2013.6000000000001
25/07/2012,0,1656,1463,1606,,1575.0,1140.8,2029.2
26/07/2012,0,1675,1472,1631,,1592.7,1156.4,2038.6000000000001
27/07/2012,0.2,1549,1440,1385,,1458.0,1067.6,1979.2
28/07/2012,47.5,1470,1366,1299,,1378.3,996.6,1936.8000000000002
29/07/2012,0.3,1490,1332,1312,,1378.0,1003.6,1943.6000000000001
30/07/2012,4.5,1501,1310,1327,,1379.3,1002.8,1946.2
31/07/2012,0.1,1514,1301,1369,,1394.7,999.8,1955
01/08/2012,0,1549,1298,1402,,1416.3,1014.2,1969.6000000000001
02/08/2012,0.9,1585,1304,1438,,1442.3,1033.4,1991.8000000000002
03/08/2012,0,1612,1311,1466,,1463.0,1053.6,2006.8000000000002
04/08/2012,0.4,1632,1317,1493,,1480.7,1068.6,2017.8000000000002
05/08/2012,1.5,1650,1323,1506,,1493.0,1084.2,2025.6000000000001
06/08/2012,1.8,1669,1334,1524,,1509.0,1103.6,2035.6000000000001
07/08/2012,5,1681,1347,1551,,1526.3,1114.8,2047
08/08/2012,0,1700,1359,1577,,1545.3,1131.6,2056.4
09/08/2012,0,1719,1372,1606,,1565.7,1145.2,2068.8
10/08/2012,0,1731,1381,1629,,1580.3,1153.6,2076
11/08/2012,0,1749,1397,1658,,1601.3,1166,2088.6
12/08/2012,0,1771,1416,1685,,1624.0,1187.4,2100.4
13/08/2012,0.1,1788,1434,1701,,1641.0,1206,2112
14/08/2012,0.1,1799,1448,1718,,1655.0,1217.6,2121.2
15/08/2012,5.3,1817,1465,1717,,1666.3,1241.8,2132.6
16/08/2012,0,1831,1480,1743,,1684.7,1252,2144.2
17/08/2012,0,1848,1497,1764,,1703.0,1267.8,2157
18/08/2012,0,1859,1513,1783,,1718.3,1284.4,2168
19/08/2012,0,1873,1523,1804,,1733.3,1301,2174.8
20/08/2012,0,1870,1531,1824,,1741.7,1303,2173.6
21/08/2012,0,1876,1540,1833,,1749.7,1318,2179
22/08/2012,0,1883,1551,1845,,1759.7,1324.8,2186.6
23/08/2012,0,1887,1558,1855,,1766.7,1329.4,2189.4
24/08/2012,4,1891,1562,1860,,1771.0,1335.8,2194
25/08/2012,0.6,1894,1563,1827,,1761.3,1341.6,2196.4
26/08/2012,14.9,1889,1567,1799,,1751.7,1322.2,2201
27/08/2012,0,1885,1566,1830,,1760.3,1324.2,2202.4
28/08/2012,1.1,1896,1573,1858,,1775.7,1334.2,2211
29/08/2012,0,1905,1580,1873,,1786.0,1346,2216.4
30/08/2012,0,1901,1584,1825,,1770.0,1355.4,2214.8
31/08/2012,10.6,1901,1592,1812,,1768.3,1351.4,2221.4
01/09/2012,0,1908,1598,1845,,1783.7,1356.2,2226.6
02/09/2012,0,1913,1604,1864,,1793.7,1363.4,2231.6
03/09/2012,0,1917,1608,1875,,1800.0,1366.8,2238.6
04/09/2012,0,1927,1613,1882,,1807.3,1378.4,2243.8
05/09/2012,0,1935,1620,1887,,1814.0,1381.8,2250.6
06/09/2012,0,1936,1619,1889,,1814.7,1381.4,2257.6
07/09/2012,0,1949,1623,1900,,1824.0,1385.4,2266.4
08/09/2012,0,1963,1630,1911,,1834.7,1388.8,2274.4
09/09/2012,0,1975,1636,1921,,1844.0,1399.6,2279.8
10/09/2012,0,1968,1634,1909,,1837.0,1397,2275.2
11/09/2012,5,1960,1640,1908,,1836.0,1398.2,2274.4
12/09/2012,1.3,1963,1645,1920,,1842.7,1400.2,2278
13/09/2012,2.7,1946,1639,1914,,1833.0,1389.4,2271.2
14/09/2012,1.6,1964,1648,1922,,1844.7,1402.6,2282.6
15/09/2012,0,1969,1656,1933,,1852.7,1403.4,2289.4
16/09/2012,0,1975,1655,1934,,1854.7,1406.6,2290.6
17/09/2012,0,1974,1655,1939,,1856.0,1408.4,2290.2
18/09/2012,1,1986,1662,1944,,1864.0,1419,2298
19/09/2012,0.8,1987,1664,1946,,1865.7,1416.8,2303.2
20/09/2012,0,1979,1669,1952,,1866.7,1414.6,2303
21/09/2012,0,1994,1670,1957,,1873.7,1429.4,2310.8
22/09/2012,0,1994,1677,1963,,1878.0,1418.4,2314.4
23/09/2012,5.1,1920,1658,1858,,1812.0,1372.4,2286.6
24/09/2012,16.1,1917,1650,1872,,1813.0,1367.4,2286
25/09/2012,0.2,1906,1643,1872,,1807.0,1365.2,2283.4
26/09/2012,5.3,1896,1631,1853,,1793.3,1366.4,2280
27/09/2012,9.1,1887,1608,1824,,1773.0,1352.4,2277.6
28/09/2012,0,1878,1593,1821,,1764.0,1347,2274.6
29/09/2012,2,1884,1585,1831,,1766.7,1344.4,2281.8
30/09/2012,0,1876,1575,1840,,1763.7,1336.2,2280.4
01/10/2012,0.2,1877,1568,1837,,1760.7,1334.6,2279.6
02/10/2012,0.9,1860,1554,1822,,1745.3,1320.6,2274.6
03/10/2012,11.1,1789,1534,1731,,1684.7,1270,2240.2
04/10/2012,13.3,1686,1478,1630,,1598.0,1175,2190
05/10/2012,14.5,1527,1410,1500,,1479.0,1039.2,2113.2000000000003
06/10/2012,9.1,1461,1337,1416,,1404.7,989.6,2075.4
07/10/2012,0,1477,1298,1400,,1391.7,980,2074.6
08/10/2012,0,1503,1272,1399,,1391.3,986.4,2075.4
09/10/2012,0,1530,1260,1403,,1397.7,985.2,2080.2000000000003
10/10/2012,0,1544,1256,1412,,1404.0,980,2081
11/10/2012,0,1546,1244,1398,,1396.0,980,2077.6
12/10/2012,5.8,1461,1215,1363,,1346.3,924,2040.6000000000001
13/10/2012,14,1182,1129,1282,,1197.7,806.2,1962.4
14/10/2012,0,1261,1095,1283,,1213.0,853.8,1958.6000000000001
15/10/2012,0.5,1300,1090,1298,,1229.3,929.2,1961.2
16/10/2012,1.4,1312,1090,1310,,1237.3,968.8,1962.4
17/10/2012,1.4,1335,1100,1325,,1253.3,983.6,1969.8000000000002
18/10/2012,0.2,1374,1119,1346,,1279.7,1004.4,1984.8000000000002
19/10/2012,0,1410,1131,1359,,1300.0,1021.8,1994.4
20/10/2012,0,1429,1137,1360,,1308.7,1025.4,1997.8000000000002
21/10/2012,0,1456,1154,1368,,1326.0,1036.4,2006.8000000000002
22/10/2012,0,1476,1162,1373,,1337.0,1041.4,2010.6000000000001
23/10/2012,0,1476,1164,1367,,1335.7,1042.2,2007.6000000000001
24/10/2012,0.1,1479,1167,1365,,1337.0,1047.6,2005.8000000000002
25/10/2012,0.2,1491,1180,1375,,1348.7,1049.2,2007.6000000000001
26/10/2012,0,1519,1192,1384,,1365.0,1064.8,2017.6000000000001
27/10/2012,0,1546,1205,1391,,1380.7,1071.2,2032.6000000000001
28/10/2012,0,1541,1203,1385,,1376.3,1063.2,2026.4
29/10/2012,5,1496,1193,1363,,1350.7,1053.2,2007.8000000000002
30/10/2012,1.6,1470,1178,1351,,1333.0,1038.2,1998
31/10/2012,0,1467,1164,1346,,1325.7,1034.4,1994.4
01/11/2012,3.5,1498,1155,1351,,1334.7,1044,2008
02/11/2012,1.6,1492,1135,1351,,1326.0,1031.8,2005.6000000000001
03/11/2012,1.9,1455,1117,1336,,1302.7,1002.4,1993.2
04/11/2012,6.5,1386,1083,1307,,1258.7,979.8,1963.8000000000002
05/11/2012,0.1,1402,1073,1307,,1260.7,992.6,1975
06/11/2012,3,1349,1050,1310,,1236.3,964.8,1954.4
07/11/2012,3,1327,1025,1312,,1221.3,948.8,1945
08/11/2012,0.2,1363,1033,1314,,1236.7,959.8,1958.2
09/11/2012,0.3,1369,1036,1316,,1240.3,962.8,1956.4
10/11/2012,0.6,1417,1067,1319,,1267.7,998,1976.2
11/11/2012,0.4,1449,1088,1321,,1286.0,1007,1988.4
12/11/2012,0,1467,1103,1323,,1297.7,1013,1993.2
13/11/2012,0,1472,1110,1326,,1302.7,1014.6,1997.6000000000001
14/11/2012,0,1478,1118,1328,,1308.0,1019.6,1994
15/11/2012,0,1482,1124,1330,,1312.0,1021.4,1992.6000000000001
16/11/2012,0,1486,1126,1332,,1314.7,1023.4,1995.4
17/11/2012,0,1477,1138,1335,,1316.7,1031.2,1991.2
18/11/2012,4.7,1414,1127,1337,,1292.7,1007,1966.6000000000001
19/11/2012,0,1415,1119,1339,,1291.0,1003.2,1967
20/11/2012,0,1431,1122,1341,,1298.0,1007.4,1971.6000000000001
21/11/2012,0,1463,1138,1344,,1315.0,1023.4,1987.4
22/11/2012,0,1464,1140,1344,,1316.0,1022.4,1983.6000000000001
23/11/2012,3.2,1436,1136,1336,,1302.7,1011.2,1971.8000000000002
24/11/2012,2.1,1384,1098,1312,,1264.7,984,1954
25/11/2012,0.1,1396,1096,1311,,1267.7,986.2,1955.8000000000002
26/11/2012,4.2,1386,1079,1306,,1257.0,979.4,1949.4
27/11/2012,0.6,1404,1084,1308,,1265.3,990.4,1955.4
28/11/2012,0,1414,1095,1311,,1273.3,1002.6,1958.2
29/11/2012,0.1,1440,1114,1320,,1291.3,1013.8,1967.4
30/11/2012,0,1449,1121,1330,,1300.0,1015.4,1971
01/12/2012,1.9,1436,1105,1321,,1287.3,1010.8,1963.4
02/12/2012,2.2,1393,1071,1306,,1256.7,966.6,1945.6000000000001
03/12/2012,2.4,1303,1022,1292,,1205.7,919.4,1905.4
04/12/2012,3.2,1279,1009,1293,,1193.7,916,1899.6000000000001
05/12/2012,0.2,1337,1028,1301,,1222.0,950,1916.6000000000001
06/12/2012,0.1,1359,1034,1308,,1233.7,948.8,1923.6000000000001
07/12/2012,0.9,1413,1078,1323,,1271.3,993.4,1947
08/12/2012,0,1278,1031,1300,,1203.0,895.4,1899.4
09/12/2012,10.2,1088,947,1277,,1104.0,810.8,1884.8000000000002
10/12/2012,1.4,1178,937,1282,,1132.3,863.8,1883.2
11/12/2012,0.1,1220,936,1284,,1146.7,882.6,1879.8000000000002
12/12/2012,6.5,1245,943,1291,,1159.7,891.4,1876.6000000000001
13/12/2012,0.2,1203,940,1289,,1144.0,844.6,1872.2
14/12/2012,8.2,1020,860,1261,,1047.0,722.6,1858
15/12/2012,2.7,1050,846,1263,,1053.0,759.6,1848
16/12/2012,1.1,1073,841,1266,,1060.0,770.2,1836.6000000000001
17/12/2012,5.3,1039,803,1256,,1032.7,719,1818.8000000000002
18/12/2012,4.6,1077,796,1257,,1043.3,739.6,1806.6000000000001
19/12/2012,0,1129,821,1269,,1073.0,780.2,1795.2
20/12/2012,1.3,1088,828,1271,,1062.3,773.4,1781
21/12/2012,3.7,1075,792,1265,,1044.0,747,1769.6000000000001
22/12/2012,10.4,817,622,1181,,873.3,446.2,1718
23/12/2012,17.2,818,597,1216,,877.0,505.2,1687.6000000000001
24/12/2012,1.9,833,595,1232,,886.7,523.6,1653.2
25/12/2012,5.5,866,656,1245,,922.3,596,1626.6000000000001
26/12/2012,5.1,881,671,1253,,935.0,612.2,1602.2
27/12/2012,1.2,965,746,1264,,991.7,696.8,1588.6000000000001
28/12/2012,1.4,980,758,1263,,1000.3,708.2,1574.4
29/12/2012,0.2,1026,787,1265,,1026.0,752.8,1558.4
30/12/2012,2,1065,801,1266,,1044.0,770.4,1549.2
31/12/2012,1.2,898,666,1248,,937.3,588.6,1527.6000000000001
01/01/2013,11.9,926,672,1244,,947.3,638.4,1516.4
02/01/2013,1.6,987,707,1248,,980.7,694.4,1508.4
03/01/2013,2.1,1040,746,1256,,1014.0,734,1499
04/01/2013,0.4,1089,786,1261,,1045.3,771,1487.2
05/01/2013,0.2,1119,813,1264,,1065.3,796.2,1475.8
06/01/2013,0.1,1158,842,1271,,1090.3,816.8,1470.2
07/01/2013,0,1184,859,1271,,1104.7,832.6,1464.2
08/01/2013,0,1109,814,1266,,1063.0,780.4,1458
09/01/2013,7.2,1047,763,1257,,1022.3,731.8,1447.8
10/01/2013,4.2,1068,806,1260,,1044.7,767,1442.4
11/01/2013,0,1155,856,1273,,1094.7,816.4,1442.2
12/01/2013,0.1,1222,890,1278,,1130.0,855.2,1438.2
13/01/2013,0,1245,905,1279,,1143.0,867.2,1433.8
14/01/2013,0.1,1283,926,1286,,1165.0,886.4,1432.4
15/01/2013,3.6,1298,950,1288,,1178.7,908.6,1440.2
16/01/2013,0.1,1312,971,1291,,1191.3,920.6,1453.6
17/01/2013,0,1305,968,1290,,1187.7,906.8,1447.8
18/01/2013,0.1,1321,973,1293,,1195.7,917.2,1449.4
19/01/2013,0,1356,988,1308,,1217.3,935.2,1465.2
20/01/2013,2.4,1382,1007,1312,,1233.7,954.2,1485.2
21/01/2013,1.9,1387,1022,1297,,1235.3,963.2,1497.4
22/01/2013,0.1,1393,1033,1292,,1239.3,967.6,1506.4
23/01/2013,0,1407,1046,1298,,1250.3,978.2,1522.2
24/01/2013,0,1409,1051,1300,,1253.3,974.2,1528.4
25/01/2013,0,1406,1046,1295,,1249.0,971,1526.6
26/01/2013,0.1,1298,995,1269,,1187.3,896,1487
27/01/2013,3.4,1152,854,1254,,1086.7,791.6,1480.2
28/01/2013,3.8,1052,754,1233,,1013.0,704.2,1474.8
29/01/2013,3.3,968,671,1204,,947.7,620,1448.8
30/01/2013,7.1,977,659,1214,,950.0,641,1427.6
31/01/2013,2.9,989,667,1229,,961.7,659.8,1404.2
01/02/2013,5,974,653,1230,,952.3,651.2,1386
02/02/2013,2.1,1043,700,1235,,992.7,707.2,1371.2
03/02/2013,10.1,878,538,1204,,873.3,495.4,1336
04/02/2013,4,881,546,1207,,878.0,522.6,1296.4
05/02/2013,6.7,917,623,1225,,921.7,588.8,1271.8
06/02/2013,1.4,992,696,1238,,975.3,679.2,1259
07/02/2013,3.7,1025,726,1242,,997.7,692.4,1246.8
08/02/2013,1,1055,752,1244,,1017.0,723.8,1242
09/02/2013,0.1,1078,774,1249,,1033.7,742.8,1238.6
10/02/2013,0.7,1160,812,1260,,1077.3,790.4,1240.8
11/02/2013,0,1238,858,1264,,1120.0,847.8,1253.6
12/02/2013,0,1264,888,1263,,1138.3,868.2,1263.6
13/02/2013,0,1265,893,1262,,1140.0,856.4,1263.8
14/02/2013,1.9,1264,908,1259,,1143.7,864.2,1262
15/02/2013,0.2,1218,902,1258,,1126.0,838.4,1268.2
16/02/2013,1.1,1220,901,1260,,1127.0,844,1272.6
17/02/2013,0,1255,921,1262,,1146.0,866.4,1272.2
18/02/2013,0,1268,933,1263,,1154.7,879.6,1272.8
19/02/2013,1.3,1299,953,1268,,1173.3,897.2,1297
20/02/2013,0,1324,967,1271,,1187.3,910.6,1313.6
21/02/2013,0,1346,979,1275,,1200.0,921.4,1327.6
22/02/2013,0,1377,994,1282,,1217.7,939.4,1349
23/02/2013,0.3,1390,1006,1278,,1224.7,947.8,1361.6
24/02/2013,3.1,1368,1008,1272,,1216.0,934.8,1354
25/02/2013,0.5,1308,973,1263,,1181.3,893.2,1333.8
26/02/2013,0,1304,961,1263,,1176.0,895,1335.8
27/02/2013,0,1317,970,1263,,1183.3,902.8,1344
28/02/2013,0,1337,990,1263,,1196.7,916.2,1354.4
01/03/2013,0.1,1361,1003,1265,,1209.7,926.8,1367.6
02/03/2013,0,1379,1013,1267,,1219.7,938,1381.4
03/03/2013,0.1,1391,1023,1271,,1228.3,939,1392.2
04/03/2013,0,1400,1026,1270,,1232.0,944.4,1400
05/03/2013,0,1413,1034,1272,,1239.7,952.4,1410.2
06/03/2013,0,1427,1043,1275,,1248.3,959,1419
07/03/2013,0,1443,1056,1279,,1259.3,966,1432.2
08/03/2013,1.3,1300,966,1259,,1175.0,857.4,1369
09/03/2013,13.4,1073,779,1244,,1032.0,690.8,1341.8
10/03/2013,4.8,1158,799,1252,,1069.7,754,1333.6
11/03/2013,0.1,1225,844,1261,,1110.0,808,1324.6
12/03/2013,0,1284,886,1258,,1142.7,850.6,1331.4
13/03/2013,0.1,1320,922,1267,,1169.7,877.6,1351.8
14/03/2013,0.1,1345,940,1266,,1183.7,886,1361.8
15/03/2013,0,1341,945,1269,,1185.0,880.8,1366.2
16/03/2013,0.1,1340,935,1266,,1180.3,869,1363.4
17/03/2013,4.7,1295,912,1260,,1155.7,840.6,1349
18/03/2013,0,1343,949,1268,,1186.7,870.4,1374.8
19/03/2013,0,1382,981,1274,,1212.3,901.2,1398.2
20/03/2013,2.3,1383,1005,1271,,1219.7,912,1410
21/03/2013,0,1379,1015,1275,,1223.0,890.2,1409
22/03/2013,0,1419,1031,1284,,1244.7,905.6,1425.6
23/03/2013,0,1447,1044,1295,,1262.0,925.8,1442.2
24/03/2013,0,1464,1058,1298,,1273.3,939.2,1455.6
25/03/2013,0,1481,1068,1300,,1283.0,943.8,1469
26/03/2013,0,1489,1075,1299,,1287.7,932.8,1476.6
27/03/2013,0,1499,1083,1299,,1293.7,937.8,1483.8
28/03/2013,0,1498,1084,1293,,1291.7,940,1484
29/03/2013,0.1,1503,1093,1291,,1295.7,945.4,1492.2
30/03/2013,0.1,1517,1104,1295,,1305.3,951.6,1504.2
31/03/2013,0,1518,1109,1299,,1308.7,951.8,1513.6
01/04/2013,0,1534,1119,1305,,1319.3,960,1527.6
02/04/2013,0,1546,1124,1313,,1327.7,963.8,1538.8
03/04/2013,0,1549,1130,1316,,1331.7,965.6,1541
04/04/2013,0,1554,1133,1316,,1334.3,971.6,1548
05/04/2013,0,1569,1144,1318,,1343.7,982.6,1565.4
06/04/2013,0,1566,1145,1320,,1343.7,976.4,1572
07/04/2013,0,1548,1137,1315,,1333.3,967.2,1567.2
08/04/2013,0,1556,1143,1309,,1336.0,971.4,1577
09/04/2013,1.7,1565,1148,1289,,1334.0,979.4,1587.2
10/04/2013,1.1,1517,1108,1275,,1300.0,941.8,1569.2
11/04/2013,3.8,1473,1084,1271,,1276.0,918.4,1558.2
12/04/2013,1.8,1457,1082,1269,,1269.3,915.2,1563.2
13/04/2013,0,1459,1081,1277,,1272.3,913.6,1574.2
14/04/2013,0,1467,1082,1279,,1276.0,924.8,1582.2
15/04/2013,0.2,1478,1095,1282,,1285.0,933,1590.2
16/04/2013,0,1495,1107,1287,,1296.3,939,1602.4
17/04/2013,0,1512,1112,1290,,1304.7,951.8,1609.8
18/04/2013,0,1551,1143,1303,,1332.3,976.2,1631.4
19/04/2013,6.8,1558,1157,1292,,1335.7,968.6,1639.6
20/04/2013,0,1545,1150,1287,,1327.3,947.2,1633.2
21/04/2013,0,1563,1157,1294,,1338.0,948.2,1646.4
22/04/2013,0,1583,1167,1297,,1349.0,961.8,1657.4
23/04/2013,0,1596,1180,1308,,1361.3,974.8,1674
24/04/2013,0,1591,1182,1313,,1362.0,979.2,1676.8
25/04/2013,0,1562,1162,1289,,1337.7,962.8,1658.6
26/04/2013,8.9,1524,1151,1270,,1315.0,920,1645.2
27/04/2013,0,1534,1172,1276,,1327.3,917.6,1657
28/04/2013,0,1547,1181,1282,,1336.7,927.8,1662.8
29/04/2013,0,1574,1198,1299,,1357.0,938.8,1683.2
30/04/2013,0,1583,1206,1306,,1365.0,937.2,1692.2
01/05/2013,0,1595,1213,1311,,1373.0,949.6,1699.4
02/05/2013,0,1603,1213,1314,,1376.7,960.4,1710.4
03/05/2013,0,1613,1220,1317,,1383.3,980.6,1718
04/05/2013,0,1633,1231,1327,,1397.0,1000,1733.8
05/05/2013,0,1634,1239,1326,,1399.7,1014,1740.8
06/05/2013,0,1639,1247,1328,,1404.7,1024.4,1743.4
07/05/2013,1.4,1634,1250,1321,,1401.7,1028,1745.6
08/05/2013,1.9,1648,1259,1325,,1410.7,1041.8,1756
09/05/2013,0.1,1658,1267,1331,,1418.7,1055.2,1763.6
10/05/2013,0,1657,1273,1334,,1421.3,1061.8,1769.8
11/05/2013,4.4,1661,1277,1329,,1422.3,1069.4,1775
12/05/2013,1.4,1647,1281,1323,,1417.0,1063.8,1774.2
13/05/2013,3.6,1636,1284,1325,,1415.0,1057.8,1775.8
14/05/2013,0.1,1628,1284,1324,,1412.0,1054.2,1787.6
15/05/2013,0.5,1620,1287,1317,,1408.0,1051.2,1763.4
16/05/2013,7.4,1583,1274,1289,,1382.0,1008.2,1760
17/05/2013,0,1578,1284,1291,,1384.3,1000.2,1777.2
18/05/2013,0.6,1579,1292,1303,,1391.3,1001.6,1787.2
19/05/2013,0,1580,1293,1305,,1392.7,1002.6,1785.8
20/05/2013,2.1,1581,1295,1304,,1393.3,1006.4,1792.8
21/05/2013,8.5,1552,1270,1270,,1364.0,989.2,1783
22/05/2013,0.4,1535,1265,1268,,1356.0,972.8,1778
23/05/2013,5.9,1530,1278,1271,,1359.7,957.2,1775.4
24/05/2013,0,1538,1287,1282,,1369.0,964.6,1783.4
25/05/2013,3.9,1511,1273,1263,,1349.0,944.4,1770.8
26/05/2013,3.9,1508,1275,1274,,1352.3,936.8,1776.2
27/05/2013,0,1529,1289,1293,,1370.3,939.2,1785.8
28/05/2013,0,1547,1288,1296,,1377.0,953.8,1790
29/05/2013,1.6,1577,1303,1312,,1397.3,971.8,1808.6
30/05/2013,0.1,1589,1313,1329,,1410.3,996.8,1817
31/05/2013,0,1614,1321,1336,,1423.7,1021,1830
01/06/2013,0,1642,1331,1350,,1441.0,1042.4,1847.8
02/06/2013,0,1657,1344,1362,,1454.3,1059.6,1856.8
03/06/2013,0,1659,1348,1364,,1457.0,1066.6,1859.4
04/06/2013,0,1676,1358,1378,,1470.7,1081.4,1873.4
05/06/2013,0,1695,1368,1399,,1487.3,1098,1887
06/06/2013,0,1711,1380,1417,,1502.7,1116,1898.2
07/06/2013,0,1724,1390,1423,,1512.3,1128.4,1905.2
08/06/2013,0,1734,1396,1425,,1518.3,1139.2,1910.4
09/06/2013,0,1752,1403,1432,,1529.0,1153.4,1922.4
10/06/2013,0,1770,1415,1450,,1545.0,1165.4,1936.8
11/06/2013,0,1783,1419,1455,,1552.3,1171.2,1946.8
12/06/2013,0.2,1795,1421,1436,,1550.7,1177.4,1952.8
13/06/2013,4.5,1809,1428,1443,,1560.0,1186.8,1965
14/06/2013,0.1,1808,1435,1465,,1569.3,1190.2,1967.6
15/06/2013,1.2,1831,1448,1498,,1592.3,1211,1981.6
16/06/2013,0,1842,1461,1526,,1609.7,1222.8,1993.8
17/06/2013,0,1848,1470,1554,,1624.0,1236,2006.4
18/06/2013,0,1833,1479,1562,,1624.7,1232.4,2003.4
19/06/2013,1.8,1781,1334,1481,,1532.0,1094.6,1980.8
20/06/2013,22.2,1660,1098,1336,,1364.7,844.8,1931.2
21/06/2013,4,1639,1101,1345,,1361.7,844.2,1928.2
22/06/2013,1.2,1642,1126,1361,,1376.3,866.2,1930.6000000000001
23/06/2013,2,1640,1145,1364,,1383.0,874.4,1934
24/06/2013,4.9,1614,1157,1368,,1379.7,870.8,1927.2
25/06/2013,0.4,1619,1170,1394,,1394.3,888,1936.4
26/06/2013,0,1630,1158,1359,,1382.3,876,1942
27/06/2013,3.2,1612,1111,1317,,1346.7,830.2,1934.8
28/06/2013,11.5,1505,1020,1273,,1266.0,729.6,1887.8000000000002
29/06/2013,9.6,1492,1029,1283,,1268.0,783,1885
30/06/2013,0,1516,1065,1308,,1296.3,828.6,1890.4
01/07/2013,0,1548,1110,1346,,1334.7,917.4,1903.8
02/07/2013,0,1572,1129,1354,,1351.7,947.8,1908
03/07/2013,1.3,1607,1158,1371,,1378.7,993.6,1932.2
04/07/2013,0,1635,1186,1394,,1405.0,1014.4,1950.6000000000001
05/07/2013,0,1658,1217,1434,,1436.3,1013,1965.2
06/07/2013,0,1683,1244,1475,,1467.3,1019,1978.8
07/07/2013,0,1706,1267,1506,,1493.0,985,1992.2
08/07/2013,0,1722,1288,1535,,1515.0,1027,1999.8
09/07/2013,0,1742,1301,1547,,1530.0,1067,2008.4
10/07/2013,0,1762,1316,1564,,1547.3,1095.8,2021.2
11/07/2013,0,1782,1330,1576,,1562.7,1097.2,2033.4
12/07/2013,0,1800,1345,1594,,1579.7,1088.8,2044.8
13/07/2013,0,1807,1357,1603,,1589.0,1111,2053.6
14/07/2013,0,1823,1375,1627,,1608.3,1132,2066.6
15/07/2013,0,1849,1392,1653,,1631.3,1129.2,2082.4
16/07/2013,0,1869,1407,1671,,1649.0,1142.4,2096.4
17/07/2013,0,1877,1423,1691,,1663.7,1171.6,2106.2
18/07/2013,0,1886,1437,1710,,1677.7,1195.2,2114.6
19/07/2013,0,1913,1445,1715,,1691.0,1191.8,2125.4
20/07/2013,0,1930,1459,1737,,1708.7,1209.4,2141.8
21/07/2013,0,1923,1474,1761,,1719.3,1233.4,2144.4
22/07/2013,0,1938,1487,1784,,1736.3,1249.4,2155.2
23/07/2013,0,1943,1493,1794,,1743.3,1260.8,2163.2
24/07/2013,0,1956,1506,1811,,1757.7,1264.8,2175
25/07/2013,0,1960,1507,1799,,1755.3,1269.4,2178.4
26/07/2013,12.6,1914,1507,1730,,1717.0,1244.8,2161.2
27/07/2013,11.1,1807,1514,1689,,1670.0,1192.4,2120.2
28/07/2013,6.2,1810,1526,1730,,1688.7,1208,2125.6
29/07/2013,0,1824,1533,1760,,1705.7,1222.8,2134.2
30/07/2013,1.8,1833,1537,1761,,1710.3,1235.8,2140.8
31/07/2013,1.4,1843,1550,1792,,1728.3,1245.2,2153.8
01/08/2013,0,1865,1561,1825,,1750.3,1265.8,2168.6
02/08/2013,0,1904,1571,1841,,1772.0,1299.8,2187.8
03/08/2013,0.7,1924,1581,1855,,1786.7,1315.8,2202.4
04/08/2013,0,1937,1590,1873,,1800.0,1327.8,2211.2
05/08/2013,0,1958,1595,1882,,1811.7,1348.4,2220.2
06/08/2013,0,1939,1595,1851,,1795.0,1340,2209.6
07/08/2013,9.6,1928,1599,1842,,1789.7,1343.4,2212.4
08/08/2013,0.9,1945,1608,1882,,1811.7,1353.6,2228.2
09/08/2013,0,1954,1613,1892,,1819.7,1368.2,2231.8
10/08/2013,0,1961,1619,1900,,1826.7,1373.6,2238.2
11/08/2013,1.1,1966,1620,1794,,1793.3,1379.4,2245
12/08/2013,0,1974,1623,1815,,1804.0,1390.2,2251.8
13/08/2013,1.9,1984,1630,1829,,1814.3,1394.8,2262.4
14/08/2013,0,1989,1636,1852,,1825.7,1398.4,2268
15/08/2013,0.4,1998,1642,1908,,1849.3,1405,2276.4
16/08/2013,0,2003,1647,1956,,1868.7,1410,2280.2
17/08/2013,2.8,1993,1647,1940,,1860.0,1399.8,2276.8
18/08/2013,4.9,1990,1650,1719,,1786.3,1396.8,2279.2
19/08/2013,3.1,2009,1656,1718,,1794.3,1397.4,2295.2
20/08/2013,0,2007,1660,1745,,1804.0,1397.8,2298.6
21/08/2013,0,2011,1663,1761,,1811.7,1407.4,2303.2
22/08/2013,0,2020,1668,1779,,1822.3,1414.8,2306.8
23/08/2013,0.1,2032,1672,1800,,1834.7,1421.8,2314.6
24/08/2013,9.7,2038,1678,1804,,1840.0,1430.8,2317.6
25/08/2013,0.1,2056,1685,1831,,1857.3,1440.8,2328.4
26/08/2013,0,2066,1690,1857,,1871.0,1447,2338.4
27/08/2013,0,2072,1695,1879,,1882.0,1458.6,2343.8
28/08/2013,0,2074,1695,1897,,1888.7,1459.2,2348.2
29/08/2013,0,2078,1701,1914,,1897.7,1464.6,2352.2
30/08/2013,0,2081,1706,1920,,1902.3,1474.4,2354
31/08/2013,1,2084,1707,1930,,1907.0,1478.4,2359.4
01/09/2013,0,2089,1708,1933,,1910.0,1482.4,2362.6
02/09/2013,0,2102,1712,1937,,1917.0,1483.4,2373.8
03/09/2013,0,2109,1718,1923,,1916.7,1485.2,2381.4
04/09/2013,0,2118,1723,1930,,1923.7,1489.6,2389.2
05/09/2013,0,2133,1713,1947,,1931.0,1480.8,2397
06/09/2013,2.4,2117,1676,1931,,1908.0,1457,2388.2
